"person_id","visits_u_w1","day_range_w1","active_days_w1","count_domains_w1","visits_u_w2","day_range_w2","active_days_w2","count_domains_w2","page_center_w1","page_left_w1","page_right_w1","page_center_w2","page_right_w2","page_left_w2","domain_center_w1","domain_left_w1","domain_right_w1","domain_center_w2","domain_left_w2","domain_right_w2","page_center_mean_w1","page_left_mean_w1","page_right_mean_w1","page_center_mean_w2","page_right_mean_w2","page_left_mean_w2","domain_center_mean_w1","domain_left_mean_w1","domain_right_mean_w1","domain_center_mean_w2","domain_left_mean_w2","domain_right_mean_w2","page_center_perc_w1","page_left_perc_w1","page_right_perc_w1","page_center_perc_w2","page_right_perc_w2","page_left_perc_w2","domain_center_perc_w1","domain_left_perc_w1","domain_right_perc_w1","domain_center_perc_w2","domain_left_perc_w2","domain_right_perc_w2"
194,37719,71,58,789,46248,93,76,953,4,1,1,2,1,6,8,6,1,45,17,2,0.0689655172413793,0.0172413793103448,0.0172413793103448,0.0263157894736842,0.0131578947368421,0.0789473684210526,0.137931034482759,0.103448275862069,0.0172413793103448,0.592105263157895,0.223684210526316,0.0263157894736842,0.000106047350141838,2.65118375354596e-05,2.65118375354596e-05,4.32451133021969e-05,2.16225566510984e-05,0.000129735339906591,0.000212094700283677,0.000159071025212757,2.65118375354596e-05,0.000973015049299429,0.000367583463068673,4.32451133021969e-05
195,2608,39,15,194,2453,96,19,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,3405,26,24,258,5093,90,50,296,2,0,0,5,0,0,18,0,1,30,2,0,0.0833333333333333,0,0,0.1,0,0,0.75,0,0.0416666666666667,0.6,0.04,0,0.000587371512481645,0,0,0.00098173964264677,0,0,0.0052863436123348,0,0.000293685756240822,0.00589043785588062,0.000392695857058708,0
197,18368,35,35,604,24107,92,62,655,5,0,0,3,1,1,13,3,4,18,10,4,0.142857142857143,0,0,0.0483870967741935,0.0161290322580645,0.0161290322580645,0.371428571428571,0.0857142857142857,0.114285714285714,0.290322580645161,0.161290322580645,0.0645161290322581,0.000272212543554007,0,0,0.000124445181897374,4.14817272991247e-05,4.14817272991247e-05,0.000707752613240418,0.000163327526132404,0.000217770034843206,0.000746671091384245,0.000414817272991247,0.000165926909196499
198,17683,91,91,981,7384,73,55,381,17,134,9,6,8,75,56,192,16,16,98,15,0.186813186813187,1.47252747252747,0.0989010989010989,0.109090909090909,0.145454545454545,1.36363636363636,0.615384615384615,2.10989010989011,0.175824175824176,0.290909090909091,1.78181818181818,0.272727272727273,0.000961375332240004,0.00757789967765651,0.000508963411185885,0.000812567713976165,0.00108342361863489,0.0101570964247021,0.00316688344737884,0.0108578861052989,0.00090482384210824,0.00216684723726977,0.0132719393282774,0.00203141928494041
199,30313,90,90,1043,15450,64,62,635,1199,54,26,740,198,36,1770,316,98,1100,155,376,13.3222222222222,0.6,0.288888888888889,11.9354838709677,3.19354838709677,0.580645161290323,19.6666666666667,3.51111111111111,1.08888888888889,17.741935483871,2.5,6.06451612903226,0.0395539867383631,0.00178141391482202,0.000857717810840234,0.0478964401294498,0.0128155339805825,0.00233009708737864,0.0583907894302774,0.0104245703163659,0.00323293636393626,0.0711974110032362,0.0100323624595469,0.024336569579288
201,23154,57,55,533,9869,94,26,336,54,18,2,301,196,10,154,75,6,355,40,365,0.981818181818182,0.327272727272727,0.0363636363636364,11.5769230769231,7.53846153846154,0.384615384615385,2.8,1.36363636363636,0.109090909090909,13.6538461538462,1.53846153846154,14.0384615384615,0.00233221041720653,0.000777403472402177,8.63781636002419e-05,0.0304995440267504,0.0198601682034654,0.00101327388793191,0.00665111859721862,0.00323918113500907,0.000259134490800726,0.0359712230215827,0.00405309555172763,0.0369844969095146
202,11670,32,32,408,7802,98,86,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,11972,90,75,221,3481,89,53,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,14999,91,91,616,6231,49,32,339,11,1,4,2,4,0,13,2,8,3,0,4,0.120879120879121,0.010989010989011,0.043956043956044,0.0625,0.125,0,0.142857142857143,0.021978021978022,0.0879120879120879,0.09375,0,0.125,0.000733382225481699,6.66711114074272e-05,0.000266684445629709,0.000320975766329642,0.000641951532659284,0,0.000866724448296553,0.000133342222814854,0.000533368891259417,0.000481463649494463,0,0.000641951532659284
207,18329,90,90,759,6096,96,93,364,17,7,1,11,2,3,39,27,4,18,8,4,0.188888888888889,0.0777777777777778,0.0111111111111111,0.118279569892473,0.021505376344086,0.032258064516129,0.433333333333333,0.3,0.0444444444444444,0.193548387096774,0.0860215053763441,0.043010752688172,0.000927491952643352,0.000381908451088439,5.45583501554913e-05,0.00180446194225722,0.000328083989501312,0.000492125984251968,0.00212777565606416,0.00147307545419827,0.000218233400621965,0.00295275590551181,0.00131233595800525,0.000656167979002625
208,5000,82,20,232,25064,90,75,863,33,2,0,74,0,10,73,20,0,112,43,5,1.65,0.1,0,0.986666666666667,0,0.133333333333333,3.65,1,0,1.49333333333333,0.573333333333333,0.0666666666666667,0.0066,4e-04,0,0.00295244174912225,0,0.00039897861474625,0.0146,0.004,0,0.004468560485158,0.00171560804340887,0.000199489307373125
209,26730,56,56,932,42317,104,91,1683,3,162,3,4,0,313,5,342,5,10,614,3,0.0535714285714286,2.89285714285714,0.0535714285714286,0.043956043956044,0,3.43956043956044,0.0892857142857143,6.10714285714286,0.0892857142857143,0.10989010989011,6.74725274725275,0.032967032967033,0.000112233445566779,0.00606060606060606,0.000112233445566779,9.4524659120448e-05,0,0.00739655457617506,0.000187055742611298,0.0127946127946128,0.000187055742611298,0.00023631164780112,0.0145095351749888,7.0893494340336e-05
210,6254,90,65,293,5392,95,82,332,6,0,0,4,0,0,9,3,0,16,3,1,0.0923076923076923,0,0,0.0487804878048781,0,0,0.138461538461538,0.0461538461538462,0,0.195121951219512,0.0365853658536585,0.0121951219512195,0.000959385992964503,0,0,0.000741839762611276,0,0,0.00143907898944675,0.000479692996482251,0,0.0029673590504451,0.000556379821958457,0.000185459940652819
211,12862,91,85,528,9641,115,85,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2124,25,25,54,18707,96,87,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,5503,22,22,312,5634,91,22,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,17995,90,90,618,19454,64,64,366,369,9,6,0,1,1,516,27,19,1,3,5,4.1,0.1,0.0666666666666667,0,0.015625,0.015625,5.73333333333333,0.3,0.211111111111111,0.015625,0.046875,0.078125,0.0205056960266741,0.000500138927479856,0.000333425951653237,0,5.1403310373188e-05,5.1403310373188e-05,0.0286746318421784,0.00150041678243957,0.00105584884690192,5.1403310373188e-05,0.000154209931119564,0.00025701655186594
215,11569,24,24,362,23198,110,82,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1531,13,7,87,11569,105,43,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,40266,89,61,844,41061,99,53,761,447,135,7,1083,42,230,619,179,13,1358,292,80,7.32786885245902,2.21311475409836,0.114754098360656,20.4339622641509,0.792452830188679,4.33962264150943,10.1475409836066,2.9344262295082,0.213114754098361,25.622641509434,5.50943396226415,1.50943396226415,0.0111011771718075,0.00335270451497541,0.00017384393781354,0.0263753927084094,0.00102286841528458,0.00560142227417744,0.0153727710723687,0.00444543783837481,0.000322853027368003,0.0330727454275346,0.00711137088721658,0.00194832079101824
221,4399,78,33,188,1209,91,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,12088,91,89,394,13137,95,95,313,291,6,2,192,1,10,383,23,3,250,39,2,3.26966292134831,0.0674157303370786,0.0224719101123595,2.02105263157895,0.0105263157894737,0.105263157894737,4.30337078651685,0.258426966292135,0.0337078651685393,2.63157894736842,0.410526315789474,0.0210526315789474,0.0240734612839179,0.000496360026472535,0.000165453342157512,0.0146152089518155,7.61208799573723e-05,0.000761208799573723,0.0316843150231635,0.00190271343481138,0.000248180013236267,0.0190302199893431,0.00296871431833752,0.000152241759914745
223,77630,92,92,842,53286,83,68,851,67,444,36,295,44,229,263,948,57,402,432,85,0.728260869565217,4.82608695652174,0.391304347826087,4.33823529411765,0.647058823529412,3.36764705882353,2.85869565217391,10.304347826087,0.619565217391304,5.91176470588235,6.35294117647059,1.25,0.000863068401391215,0.0057194383614582,0.000463738245523638,0.00553616334496866,0.000825732837893631,0.00429756408812821,0.0033878655159088,0.0122117737987891,0.000734252222079093,0.00754419547348272,0.00810719513568292,0.00159516570956724
225,17043,92,91,508,17955,106,102,361,14,3,3,8,0,0,22,7,7,11,1,1,0.153846153846154,0.032967032967033,0.032967032967033,0.0784313725490196,0,0,0.241758241758242,0.0769230769230769,0.0769230769230769,0.107843137254902,0.00980392156862745,0.00980392156862745,0.000821451622366954,0.000176025347650062,0.000176025347650062,0.000445558340295182,0,0,0.00129085254943379,0.000410725811183477,0.000410725811183477,0.000612642717905876,5.56947925368978e-05,5.56947925368978e-05
226,16826,89,61,542,48822,95,92,820,19,77,4,300,93,351,90,100,6,409,815,163,0.311475409836066,1.26229508196721,0.0655737704918033,3.26086956521739,1.01086956521739,3.81521739130435,1.47540983606557,1.63934426229508,0.0983606557377049,4.44565217391304,8.85869565217391,1.77173913043478,0.001129204802092,0.00457625104005705,0.000237727326756211,0.00614477080004916,0.00190487894801524,0.00718938183605751,0.00534886485201474,0.00594318316890527,0.000356590990134316,0.00837737085740035,0.0166932940068002,0.00333865880136004
227,5440,31,26,273,13817,96,44,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,5573,61,34,141,2059,108,33,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1765,86,22,124,14620,68,68,488,6,0,0,3,3,3,9,0,1,35,11,9,0.272727272727273,0,0,0.0441176470588235,0.0441176470588235,0.0441176470588235,0.409090909090909,0,0.0454545454545455,0.514705882352941,0.161764705882353,0.132352941176471,0.00339943342776204,0,0,0.000205198358413133,0.000205198358413133,0.000205198358413133,0.00509915014164306,0,0.00056657223796034,0.00239398084815321,0.000752393980848153,0.000615595075239398
231,62190,90,90,819,24974,95,89,910,577,369,17,519,48,20,1160,1287,19,791,118,99,6.41111111111111,4.1,0.188888888888889,5.8314606741573,0.539325842696629,0.224719101123595,12.8888888888889,14.3,0.211111111111111,8.8876404494382,1.32584269662921,1.1123595505618,0.00927801897411159,0.00593342981186686,0.000273355844991156,0.0207816128773925,0.00192199887883399,0.000800832866180828,0.0186525164817495,0.0206946454413893,0.000305515356166586,0.0316729398574518,0.00472491391046689,0.0039641226875951
232,7392,88,65,80,11403,94,34,242,8,0,0,376,234,12,10,0,0,469,45,511,0.123076923076923,0,0,11.0588235294118,6.88235294117647,0.352941176470588,0.153846153846154,0,0,13.7941176470588,1.32352941176471,15.0294117647059,0.00108225108225108,0,0,0.0329737788301324,0.0205209155485399,0.00105235464351486,0.00135281385281385,0,0,0.0411295273173726,0.00394632991318074,0.0448127685696746
233,6701,89,80,441,2252,89,53,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,60083,90,88,1455,5361,95,44,312,762,314,5,3,0,15,1348,968,10,15,31,3,8.65909090909091,3.56818181818182,0.0568181818181818,0.0681818181818182,0,0.340909090909091,15.3181818181818,11,0.113636363636364,0.340909090909091,0.704545454545455,0.0681818181818182,0.0126824559359553,0.00522610388961936,8.3218214802856e-05,0.000559597090095132,0,0.00279798545047566,0.02243563071085,0.0161110463858329,0.000166436429605712,0.00279798545047566,0.00578250326431636,0.000559597090095132
235,9517,83,68,434,5084,102,69,217,1,0,0,7,0,0,17,3,10,7,3,0,0.0147058823529412,0,0,0.101449275362319,0,0,0.25,0.0441176470588235,0.147058823529412,0.101449275362319,0.0434782608695652,0,0.000105075128717033,0,0,0.00137686860739575,0,0,0.00178627718818956,0.000315225386151098,0.00105075128717033,0.00137686860739575,0.000590086546026751,0
236,9632,87,73,257,7665,88,47,213,0,2,0,1,0,0,11,2,1,6,0,0,0,0.0273972602739726,0,0.0212765957446809,0,0,0.150684931506849,0.0273972602739726,0.0136986301369863,0.127659574468085,0,0,0,0.000207641196013289,0,0.000130463144161774,0,0,0.00114202657807309,0.000207641196013289,0.000103820598006645,0.000782778864970646,0,0
237,23252,91,91,234,13447,107,68,427,242,0,1,40,32,3,335,0,4,58,5,56,2.65934065934066,0,0.010989010989011,0.588235294117647,0.470588235294118,0.0441176470588235,3.68131868131868,0,0.043956043956044,0.852941176470588,0.0735294117647059,0.823529411764706,0.0104077068639257,0,4.30070531567177e-05,0.00297464118390719,0.00237971294712575,0.000223098088793039,0.0144073628075004,0,0.000172028212626871,0.00431322971666543,0.000371830147988399,0.00416449765747007
238,22522,40,40,924,23793,94,83,1037,149,15,1,132,9,5,336,71,8,322,48,21,3.725,0.375,0.025,1.59036144578313,0.108433734939759,0.0602409638554217,8.4,1.775,0.2,3.87951807228916,0.578313253012048,0.253012048192771,0.00661575348548086,0.000666015451558476,4.44010301038984e-05,0.00554785020804438,0.000378262514184844,0.000210145841213802,0.0149187461149099,0.00315247313737679,0.000355208240831187,0.0135333921741689,0.0020174000756525,0.00088261253309797
239,56156,90,90,1014,48004,64,64,810,734,229,9,1142,486,138,1296,946,14,1586,670,955,8.15555555555556,2.54444444444444,0.1,17.84375,7.59375,2.15625,14.4,10.5111111111111,0.155555555555556,24.78125,10.46875,14.921875,0.013070731533585,0.00407792577818933,0.000160267825343685,0.0237896841929839,0.0101241563203066,0.00287476043663028,0.0230785668494907,0.0168459291972363,0.000249305506090177,0.0330389134238813,0.0139571702358137,0.0198941754853762
240,15973,44,44,698,22220,62,62,546,334,6,0,21,0,0,470,39,0,32,2,1,7.59090909090909,0.136363636363636,0,0.338709677419355,0,0,10.6818181818182,0.886363636363636,0,0.516129032258065,0.032258064516129,0.0161290322580645,0.0209102861078069,0.000375633882176172,0,0.000945094509450945,0,0,0.0294246541038002,0.00244162023414512,0,0.00144014401440144,9.000900090009e-05,4.5004500450045e-05
241,9276,25,17,564,11689,91,22,642,2,0,0,7,1,0,19,2,0,18,4,1,0.117647058823529,0,0,0.318181818181818,0.0454545454545455,0,1.11764705882353,0.117647058823529,0,0.818181818181818,0.181818181818182,0.0454545454545455,0.000215610176800345,0,0,0.000598853623064419,8.55505175806314e-05,0,0.00204829667960328,0.000215610176800345,0,0.00153990931645136,0.000342202070322525,8.55505175806314e-05
242,34623,90,87,1166,4626,92,21,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,7011,42,40,667,10823,92,90,672,1,1,0,1,0,2,13,1,4,12,2,1,0.025,0.025,0,0.0111111111111111,0,0.0222222222222222,0.325,0.025,0.1,0.133333333333333,0.0222222222222222,0.0111111111111111,0.000142633005277421,0.000142633005277421,0,9.23958237087684e-05,0,0.000184791647417537,0.00185422906860648,0.000142633005277421,0.000570532021109685,0.00110874988450522,0.000184791647417537,9.23958237087684e-05
244,11640,25,25,365,18608,102,89,483,0,1,1,3,0,3,0,3,1,17,13,2,0,0.04,0.04,0.0337078651685393,0,0.0337078651685393,0,0.12,0.04,0.191011235955056,0.146067415730337,0.0224719101123595,0,8.59106529209622e-05,8.59106529209622e-05,0.00016122098022356,0,0.00016122098022356,0,0.000257731958762887,8.59106529209622e-05,0.000913585554600172,0.000698624247635426,0.000107480653482373
245,5090,39,18,170,19934,68,65,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,18175,92,55,544,118,102,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,7461,90,72,181,12440,103,91,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,33515,91,86,336,980,115,21,100,212,133,0,18,1,1,491,687,0,22,3,1,2.46511627906977,1.54651162790698,0,0.857142857142857,0.0476190476190476,0.0476190476190476,5.7093023255814,7.98837209302326,0,1.04761904761905,0.142857142857143,0.0476190476190476,0.00632552588393257,0.00396837237058034,0,0.0183673469387755,0.00102040816326531,0.00102040816326531,0.0146501566462778,0.0204982843502909,0,0.0224489795918367,0.00306122448979592,0.00102040816326531
250,64032,90,62,528,62594,95,59,494,4,14,1,5,1,14,10,44,5,12,53,4,0.0645161290322581,0.225806451612903,0.0161290322580645,0.0847457627118644,0.0169491525423729,0.23728813559322,0.161290322580645,0.709677419354839,0.0806451612903226,0.203389830508475,0.898305084745763,0.0677966101694915,6.24687656171914e-05,0.00021864067966017,1.56171914042979e-05,7.9879860689523e-05,1.59759721379046e-05,0.000223663609930664,0.000156171914042979,0.000687156421789105,7.80859570214893e-05,0.000191711665654855,0.000846726523308943,6.39038885516184e-05
251,58185,92,92,1303,48868,104,104,1481,85,30,6,184,44,32,200,178,14,241,98,103,0.923913043478261,0.326086956521739,0.0652173913043478,1.76923076923077,0.423076923076923,0.307692307692308,2.17391304347826,1.93478260869565,0.152173913043478,2.31730769230769,0.942307692307692,0.990384615384615,0.00146085760934949,0.00051559680329982,0.000103119360659964,0.00376524515020054,0.000900384709830564,0.000654825243513137,0.0034373120219988,0.00305920769957893,0.000240611841539916,0.00493165261520832,0.00200540230825898,0.00210771875255791
252,11757,91,78,579,10035,112,84,593,11,2,119,33,169,1,42,10,3961,48,9,2382,0.141025641025641,0.0256410256410256,1.52564102564103,0.392857142857143,2.01190476190476,0.0119047619047619,0.538461538461538,0.128205128205128,50.7820512820513,0.571428571428571,0.107142857142857,28.3571428571429,0.000935612826401293,0.000170111422982053,0.0101216296674322,0.00328849028400598,0.0168410563029397,9.96512207274539e-05,0.00357233988262312,0.000850557114910266,0.336905673215956,0.00478325859491779,0.000896860986547085,0.237369207772795
253,18508,90,78,765,10567,63,51,468,384,11,8,133,50,0,560,44,16,162,2,110,4.92307692307692,0.141025641025641,0.102564102564103,2.6078431372549,0.980392156862745,0,7.17948717948718,0.564102564102564,0.205128205128205,3.17647058823529,0.0392156862745098,2.15686274509804,0.0207477847417333,0.000594337583747569,0.000432245515452777,0.0125863537427841,0.0047317119333775,0,0.0302571860816944,0.00237735033499027,0.000864491030905554,0.0153307466641431,0.0001892684773351,0.0104097662534305
254,1415,40,31,106,4451,92,74,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,31682,52,52,814,53120,96,91,1138,25,2,7,60,17,18,62,19,80,109,29,70,0.480769230769231,0.0384615384615385,0.134615384615385,0.659340659340659,0.186813186813187,0.197802197802198,1.19230769230769,0.365384615384615,1.53846153846154,1.1978021978022,0.318681318681319,0.769230769230769,0.000789091597752667,6.31273278202134e-05,0.000220945647370747,0.00112951807228916,0.000320030120481928,0.000338855421686747,0.00195694716242661,0.000599709614292027,0.00252509311280853,0.0020519578313253,0.000545933734939759,0.00131777108433735
256,2862,27,27,149,9899,92,92,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,19318,90,79,332,22658,95,89,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,11473,91,91,362,14693,92,89,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1741,86,21,86,6625,92,53,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4325,91,58,268,2057,95,16,179,68,1,1,3,0,1,74,5,2,78,4,2,1.17241379310345,0.0172413793103448,0.0172413793103448,0.1875,0,0.0625,1.27586206896552,0.0862068965517241,0.0344827586206897,4.875,0.25,0.125,0.0157225433526012,0.00023121387283237,0.00023121387283237,0.00145843461351483,0,0.000486144871171609,0.0171098265895954,0.00115606936416185,0.00046242774566474,0.0379192999513855,0.00194457948468644,0.000972289742343218
261,13681,46,40,393,9234,92,18,331,6,0,2,0,7,4,58,2,6,3,5,9,0.15,0,0.05,0,0.388888888888889,0.222222222222222,1.45,0.05,0.15,0.166666666666667,0.277777777777778,0.5,0.00043856443242453,0,0.00014618814414151,0,0.000758068009529998,0.000433181719731427,0.00423945618010379,0.00014618814414151,0.00043856443242453,0.00032488628979857,0.000541477149664284,0.000974658869395711
263,14452,92,74,264,17362,94,93,367,44,4,0,410,140,9,158,45,1,538,48,257,0.594594594594595,0.0540540540540541,0,4.40860215053763,1.50537634408602,0.0967741935483871,2.13513513513514,0.608108108108108,0.0135135135135135,5.78494623655914,0.516129032258065,2.76344086021505,0.00304456130639358,0.000276778300581234,0,0.0236147909227048,0.00806358714433821,0.000518373459278885,0.0109327428729588,0.00311375588153889,6.91945751453086e-05,0.0309872134546711,0.00276465844948739,0.0148024421149637
264,11015,51,50,337,13566,98,72,360,13,1,0,17,2,1,21,1,1,25,8,6,0.26,0.02,0,0.236111111111111,0.0277777777777778,0.0138888888888889,0.42,0.02,0.02,0.347222222222222,0.111111111111111,0.0833333333333333,0.0011802088061734,9.07852927825692e-05,0,0.0012531328320802,0.000147427392009435,7.37136960047177e-05,0.00190649114843395,9.07852927825692e-05,9.07852927825692e-05,0.00184284240011794,0.000589709568037741,0.000442282176028306
265,57423,92,92,1455,39750,95,95,1089,24,5,2,53,15,1,96,22,7,83,13,55,0.260869565217391,0.0543478260869565,0.0217391304347826,0.557894736842105,0.157894736842105,0.0105263157894737,1.04347826086957,0.239130434782609,0.0760869565217391,0.873684210526316,0.136842105263158,0.578947368421053,0.000417950995245807,8.70731240095432e-05,3.48292496038173e-05,0.00133333333333333,0.000377358490566038,2.51572327044025e-05,0.00167180398098323,0.00038312174564199,0.000121902373613361,0.00208805031446541,0.000327044025157233,0.00138364779874214
267,28799,90,87,538,16967,92,61,482,14,2,1,7,44,10,79,50,2,28,17,82,0.160919540229885,0.0229885057471264,0.0114942528735632,0.114754098360656,0.721311475409836,0.163934426229508,0.908045977011494,0.574712643678161,0.0229885057471264,0.459016393442623,0.278688524590164,1.34426229508197,0.000486127990555228,6.94468557936039e-05,3.4723427896802e-05,0.000412565568456415,0.00259326928744033,0.000589379383509165,0.00274315080384736,0.0017361713948401,6.94468557936039e-05,0.00165026227382566,0.00100194495196558,0.00483291094477515
268,6970,62,58,179,10606,90,79,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,10092,90,81,246,4356,90,40,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,10935,90,80,619,7235,93,71,317,9,77,2,0,0,2,16,97,3,1,4,0,0.1125,0.9625,0.025,0,0,0.028169014084507,0.2,1.2125,0.0375,0.0140845070422535,0.0563380281690141,0,0.000823045267489712,0.00704160951074531,0.000182898948331047,0,0,0.00027643400138217,0.00146319158664838,0.00887059899405578,0.000274348422496571,0.000138217000691085,0.00055286800276434,0
271,1839,90,68,238,1913,104,25,212,2,1,0,2,1,9,7,32,0,10,22,1,0.0294117647058824,0.0147058823529412,0,0.08,0.04,0.36,0.102941176470588,0.470588235294118,0,0.4,0.88,0.04,0.00108754758020663,0.000543773790103317,0,0.00104547830632514,0.000522739153162572,0.00470465237846315,0.00380641653072322,0.0174007612833061,0,0.00522739153162572,0.0115002613695766,0.000522739153162572
272,10703,89,80,284,11805,91,78,306,19,0,1,133,3,0,40,0,1,197,1,9,0.2375,0,0.0125,1.70512820512821,0.0384615384615385,0,0.5,0,0.0125,2.52564102564103,0.0128205128205128,0.115384615384615,0.00177520321405213,0,9.34317481080071e-05,0.0112664125370606,0.000254129606099111,0,0.00373726992432028,0,9.34317481080071e-05,0.0166878441338416,8.47098686997035e-05,0.000762388818297332
274,11927,90,90,120,14601,90,90,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1751,88,52,144,1742,72,43,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,10678,32,32,620,5680,96,14,318,29,19,11,62,58,1,75,36,25,78,6,139,0.90625,0.59375,0.34375,4.42857142857143,4.14285714285714,0.0714285714285714,2.34375,1.125,0.78125,5.57142857142857,0.428571428571429,9.92857142857143,0.00271586439408129,0.00177935943060498,0.00103015545982394,0.0109154929577465,0.0102112676056338,0.000176056338028169,0.0070237872260723,0.0033714178685147,0.00234126240869077,0.0137323943661972,0.00105633802816901,0.0244718309859155
277,6362,88,81,311,9428,77,73,402,5,0,0,36,2,4,20,1,1,59,13,3,0.0617283950617284,0,0,0.493150684931507,0.0273972602739726,0.0547945205479452,0.246913580246914,0.0123456790123457,0.0123456790123457,0.808219178082192,0.178082191780822,0.0410958904109589,0.000785916378497328,0,0,0.00381841323716589,0.000212134068731438,0.000424268137462877,0.00314366551398931,0.000157183275699466,0.000157183275699466,0.00625795502757743,0.00137887144675435,0.000318201103097157
278,6896,28,27,369,14518,95,83,594,2,0,0,5,0,2,2,4,0,10,12,2,0.0740740740740741,0,0,0.0602409638554217,0,0.0240963855421687,0.0740740740740741,0.148148148148148,0,0.120481927710843,0.144578313253012,0.0240963855421687,0.000290023201856148,0,0,0.000344400055104009,0,0.000137760022041604,0.000290023201856148,0.000580046403712297,0,0.000688800110208018,0.000826560132249621,0.000137760022041604
279,16467,90,89,759,10499,98,92,602,30,19,79,88,141,10,109,35,121,115,24,241,0.337078651685393,0.213483146067416,0.887640449438202,0.956521739130435,1.53260869565217,0.108695652173913,1.2247191011236,0.393258426966292,1.35955056179775,1.25,0.260869565217391,2.6195652173913,0.00182182546912006,0.00115382279710937,0.00479747373534949,0.00838175064291837,0.0134298504619488,0.000952471663967997,0.00661929920446954,0.00212546304730673,0.00734802939211757,0.010953424135632,0.00228593199352319,0.0229545671016287
280,20042,90,90,787,11733,95,58,339,108,14,3,13,1,8,161,32,3,21,10,2,1.2,0.155555555555556,0.0333333333333333,0.224137931034483,0.0172413793103448,0.137931034482759,1.78888888888889,0.355555555555556,0.0333333333333333,0.362068965517241,0.172413793103448,0.0344827586206897,0.0053886837640954,0.000698533080530885,0.000149685660113761,0.00110798602233018,8.52296940253985e-05,0.000681837552203188,0.00803313042610518,0.00159664704121345,0.000149685660113761,0.00178982357453337,0.000852296940253984,0.000170459388050797
