"person_id","visits_u_w1","day_range_w1","active_days_w1","count_domains_w1","visits_u_w2","day_range_w2","active_days_w2","count_domains_w2","page_center_w1","page_left_w1","page_right_w1","page_center_w2","page_right_w2","page_left_w2","domain_center_w1","domain_left_w1","domain_right_w1","domain_center_w2","domain_left_w2","domain_right_w2","page_center_mean_w1","page_left_mean_w1","page_right_mean_w1","page_center_mean_w2","page_right_mean_w2","page_left_mean_w2","domain_center_mean_w1","domain_left_mean_w1","domain_right_mean_w1","domain_center_mean_w2","domain_left_mean_w2","domain_right_mean_w2","page_center_perc_w1","page_left_perc_w1","page_right_perc_w1","page_center_perc_w2","page_right_perc_w2","page_left_perc_w2","domain_center_perc_w1","domain_left_perc_w1","domain_right_perc_w1","domain_center_perc_w2","domain_left_perc_w2","domain_right_perc_w2"
65,9951,91,91,335,53050,96,92,660,1,10,1,1,3,42,4,10,1,6,49,4,0.010989010989011,0.10989010989011,0.010989010989011,0.0108695652173913,0.0326086956521739,0.456521739130435,0.043956043956044,0.10989010989011,0.010989010989011,0.0652173913043478,0.532608695652174,0.0434782608695652,0.000100492412822832,0.00100492412822832,0.000100492412822832,1.88501413760603e-05,5.6550424128181e-05,0.000791705937794534,0.000401969651291328,0.00100492412822832,0.000100492412822832,0.000113100848256362,0.000923656927426956,7.54005655042413e-05
66,22219,90,85,504,22685,90,75,657,9,7,1,4,0,11,25,60,2,24,56,1,0.105882352941176,0.0823529411764706,0.0117647058823529,0.0533333333333333,0,0.146666666666667,0.294117647058824,0.705882352941177,0.0235294117647059,0.32,0.746666666666667,0.0133333333333333,0.00040505873351636,0.000315045681623835,4.50065259462622e-05,0.000176327970024245,0,0.000484901917566674,0.00112516314865656,0.00270039155677573,9.00130518925244e-05,0.00105796782014547,0.00246859158033943,4.40819925060613e-05
67,10261,91,88,526,10990,102,95,367,4,3,0,3,0,0,7,11,0,6,3,0,0.0454545454545455,0.0340909090909091,0,0.0315789473684211,0,0,0.0795454545454545,0.125,0,0.0631578947368421,0.0315789473684211,0,0.000389825553065003,0.000292369164798753,0,0.000272975432211101,0,0,0.000682194717863756,0.00107202027092876,0,0.000545950864422202,0.000272975432211101,0
68,36037,90,90,785,27831,98,92,686,686,104,8,448,20,64,1049,406,17,543,212,22,7.62222222222222,1.15555555555556,0.0888888888888889,4.8695652173913,0.217391304347826,0.695652173913043,11.6555555555556,4.51111111111111,0.188888888888889,5.90217391304348,2.30434782608696,0.239130434782609,0.0190359907872464,0.00288592280156506,0.000221994061658851,0.0160971578455679,0.00071862311810571,0.00229959397793827,0.0291089713350168,0.0112661986291867,0.000471737381025058,0.01951061765657,0.00761740505192052,0.00079048542991628
69,12069,90,84,681,34051,63,63,1034,21,5,0,98,1,1,37,33,0,160,13,3,0.25,0.0595238095238095,0,1.55555555555556,0.0158730158730159,0.0158730158730159,0.44047619047619,0.392857142857143,0,2.53968253968254,0.206349206349206,0.0476190476190476,0.00173999502858563,0.000414284530615627,0,0.00287803588734545,2.93677131361781e-05,2.93677131361781e-05,0.00306570552655564,0.00273427790206314,0,0.00469883410178849,0.000381780270770315,8.81031394085343e-05
70,16466,91,77,647,7467,77,47,337,9,10,1,1,0,5,54,16,15,11,8,2,0.116883116883117,0.12987012987013,0.012987012987013,0.0212765957446809,0,0.106382978723404,0.701298701298701,0.207792207792208,0.194805194805195,0.234042553191489,0.170212765957447,0.0425531914893617,0.000546580833232115,0.000607312036924572,6.07312036924572e-05,0.000133922592741395,0,0.000669612963706977,0.00327948499939269,0.000971699259079315,0.000910968055386858,0.00147314852015535,0.00107138074193116,0.000267845185482791
71,15612,90,66,547,3314,99,19,185,2,1265,1,0,1,0,12,1548,3,0,2,1,0.0303030303030303,19.1666666666667,0.0151515151515152,0,0.0526315789473684,0,0.181818181818182,23.4545454545455,0.0454545454545455,0,0.105263157894737,0.0526315789473684,0.000128106584678452,0.0810274148091212,6.40532923392262e-05,0,0.000301750150875075,0,0.000768639508070715,0.0991544965411222,0.000192159877017679,0,0.000603500301750151,0.000301750150875075
72,49551,91,85,997,42394,105,89,1177,190,2,3,173,0,0,266,6,17,225,2,2,2.23529411764706,0.0235294117647059,0.0352941176470588,1.9438202247191,0,0,3.12941176470588,0.0705882352941176,0.2,2.52808988764045,0.0224719101123595,0.0224719101123595,0.00383443321022785,4.03624548445036e-05,6.05436822667555e-05,0.00408076614615276,0,0,0.00536820649431898,0.000121087364533511,0.000343080866178281,0.00530735481436052,4.71764872387602e-05,4.71764872387602e-05
73,5535,78,68,299,9004,90,77,353,6,0,0,2,0,0,6,0,0,5,1,1,0.0882352941176471,0,0,0.025974025974026,0,0,0.0882352941176471,0,0,0.0649350649350649,0.012987012987013,0.012987012987013,0.0010840108401084,0,0,0.00022212350066637,0,0,0.0010840108401084,0,0,0.000555308751665926,0.000111061750333185,0.000111061750333185
74,27315,91,91,913,34067,93,92,1061,59,1,16,77,13,1,78,5,148,101,4,30,0.648351648351648,0.010989010989011,0.175824175824176,0.83695652173913,0.141304347826087,0.0108695652173913,0.857142857142857,0.0549450549450549,1.62637362637363,1.09782608695652,0.0434782608695652,0.326086956521739,0.00215998535603148,3.66099212886692e-05,0.000585758740618708,0.00226025185663545,0.000381600962808583,2.93539202160449e-05,0.0028555738605162,0.000183049606443346,0.00541826835072305,0.00296474594182053,0.000117415680864179,0.000880617606481346
