person_id,visits_w1,day_range_w1,active_days_w1,count_domains_w1,visits_w2,day_range_w2,active_days_w2,count_domains_w2
10-salty-snails-whimpered-correctly,2197,23,24,97,0,0,0,0
11-bitter-lobsters-kissed-loudly,2620,12,11,213,0,0,0,0
11-clear-mice-knitted-eagerly,3897,90,90,258,0,0,0,0
11-dark-clams-walked-correctly,2870,13,14,192,0,0,0,0
11-fair-guinea-pigs-walked-merrily,3165,90,84,148,0,0,0,0
11-fresh-oysters-whimpered-easily,41367,91,90,808,0,0,0,0
11-full-crows-played-patiently,3305,11,12,117,0,0,0,0
11-interesting-robins-danced-correctly,120,81,11,33,0,0,0,0
11-sweet-bats-whimpered-cordially,2315,11,12,149,0,0,0,0
11-sweet-herons-ran-correctly,959,87,9,96,0,0,0,0
12-afraid-moths-played-quietly,6557,90,88,420,0,0,0,0
12-cheap-toads-hid-patiently,18934,90,90,717,0,0,0,0
12-dark-dogs-played-merrily,1852,90,91,142,0,0,0,0
12-early-goats-whimpered-jovially,2346,11,10,119,0,0,0,0
12-famous-toads-felt-loudly,8449,90,89,399,0,0,0,0
12-fine-badgers-kissed-quickly,3653,90,41,215,0,0,0,0
12-healthy-lobsters-hid-easily,7023,84,68,599,0,0,0,0
12-interesting-geese-ran-jovially,27597,90,91,2139,0,0,0,0
12-lazy-parrots-fought-carefully,1347,31,16,83,0,0,0,0
12-noisy-rabbits-whispered-cordially,25380,90,83,1288,0,0,0,0
12-proud-oysters-knitted-easily,27368,79,79,1606,0,0,0,0
12-short-ferrets-listened-jovially,540,46,28,62,0,0,0,0
12-windy-weasels-went-carefully,8665,91,38,540,0,0,0,0
13-able-ferrets-whimpered-quickly,5053,90,76,290,0,0,0,0
13-clever-clams-listened-loudly,15202,36,36,532,0,0,0,0
13-comfortable-toads-whimpered-quietly,3331,33,28,209,0,0,0,0
13-early-deer-whispered-loudly,5521,89,82,354,0,0,0,0
13-exciting-donkeys-whispered-quickly,3163,90,69,291,0,0,0,0
13-important-toads-cuddled-easily,16864,90,80,720,0,0,0,0
13-near-newts-went-quickly,11429,49,50,385,0,0,0,0
13-weak-crows-hopped-quietly,1908,132,10,50,0,0,0,0
13-weak-platypuses-loitered-eagerly,517,2,2,48,0,0,0,0
13-whole-bees-went-eagerly,4870,90,63,396,0,0,0,0
14-dirty-cattle-sang-quickly,22589,90,82,870,0,0,0,0
14-expensive-dragonflies-cried-easily,8562,90,80,526,0,0,0,0
14-free-badgers-drove-cordially,5172,90,88,473,0,0,0,0
14-free-owls-fought-correctly,13230,90,90,651,0,0,0,0
14-high-snakes-talked-quietly,10961,90,89,503,0,0,0,0
14-kind-moles-whimpered-correctly,11324,90,91,415,0,0,0,0
14-loud-stoats-loitered-eagerly,14294,90,82,914,0,0,0,0
14-near-newts-whimpered-correctly,5166,90,79,329,0,0,0,0
14-noisy-doves-snuggled-loudly,134,83,4,11,0,0,0,0
14-slow-oysters-fought-easily,9562,90,91,426,0,0,0,0
15-careful-flies-kissed-cordially,11996,90,90,473,0,0,0,0
15-cold-crows-whimpered-patiently,4744,90,61,359,0,0,0,0
15-cool-squirrels-married-jovially,2813,90,21,127,0,0,0,0
15-dangerous-deer-felt-jovially,12966,90,91,559,0,0,0,0
15-funny-parrots-ran-carefully,475,48,38,85,0,0,0,0
15-high-hawks-floundered-patiently,3721,89,57,250,0,0,0,0
15-important-hawks-danced-correctly,10813,90,79,758,0,0,0,0
15-light-sheep-whimpered-quietly,5217,17,17,227,0,0,0,0
15-old-otters-cried-jovially,12320,41,42,371,0,0,0,0
15-strong-otters-whispered-easily,26195,67,29,434,0,0,0,0
15-sweet-moles-fought-cordially,4000,47,33,200,0,0,0,0
15-useful-pigeons-hugged-correctly,16336,91,91,723,0,0,0,0
15-weak-snails-talked-easily,15,1,1,6,0,0,0,0
16-brave-rabbits-floundered-cordially,331,22,2,42,0,0,0,0
16-dapper-pikes-drove-correctly,2190,17,18,179,0,0,0,0
16-expensive-salmons-hugged-quietly,9222,90,90,465,0,0,0,0
16-flat-doves-married-quickly,13637,65,44,739,0,0,0,0
16-free-owls-fought-carefully,7176,91,78,392,0,0,0,0
16-light-parrots-went-easily,3440,69,14,218,0,0,0,0
16-quiet-horses-hopped-easily,1542,90,82,222,0,0,0,0
16-salty-swans-jumped-quickly,23693,90,84,616,0,0,0,0
16-whole-chickens-hopped-carefully,12626,81,81,1167,0,0,0,0
17-afraid-rabbits-jumped-carefully,2101,41,27,138,0,0,0,0
17-careful-newts-loitered-jovially,9379,90,81,557,0,0,0,0
17-clever-mice-talked-jovially,8114,59,56,675,0,0,0,0
17-close-lobsters-sat-jovially,5355,90,39,293,0,0,0,0
17-cold-rats-fought-loudly,14572,90,71,852,0,0,0,0
17-fair-parrots-hugged-correctly,33033,90,83,833,0,0,0,0
17-funny-stoats-jumped-eagerly,826,7,5,76,0,0,0,0
17-hungry-flies-jumped-loudly,36166,90,91,1549,0,0,0,0
17-kind-rabbits-ran-carefully,2781,90,70,154,0,0,0,0
18-bitter-herons-hopped-loudly,23796,90,90,972,0,0,0,0
18-clear-frogs-listened-merrily,4154,90,76,218,0,0,0,0
18-dirty-peafowl-played-jovially,12219,90,90,504,0,0,0,0
18-early-snakes-went-jovially,9098,57,32,380,0,0,0,0
18-exciting-rabbits-drove-patiently,6458,51,43,309,0,0,0,0
18-expensive-doves-kissed-easily,7963,90,89,339,0,0,0,0
18-great-stoats-whimpered-quickly,360,2,2,46,0,0,0,0
18-hard-hawks-walked-cordially,3,1,1,2,0,0,0,0
18-hungry-deer-jumped-cordially,5769,60,40,368,0,0,0,0
18-old-parrots-kissed-quietly,4352,91,89,281,0,0,0,0
18-quick-ferrets-hopped-cordially,3389,90,61,231,0,0,0,0
18-safe-crabs-felt-quietly,25982,91,89,961,0,0,0,0
18-small-moles-hugged-cordially,9237,90,61,722,0,0,0,0
18-useful-sparrows-married-loudly,2143,79,79,136,0,0,0,0
19-clear-rooks-played-fast,23350,90,89,1129,0,0,0,0
19-healthy-kingfishers-played-jovially,4612,56,33,198,0,0,0,0
19-slow-frogs-kissed-loudly,30043,90,90,1423,0,0,0,0
19-sweet-snakes-knitted-easily,18989,91,85,682,0,0,0,0
2-empty-badgers-danced-patiently,6365,15,16,96,0,0,0,0
2-flat-sparrows-whispered-cordially,10147,92,92,537,0,0,0,0
2-hungry-badgers-played-eagerly,1210,74,25,136,0,0,0,0
2-sad-mice-talked-carefully,630,13,10,101,0,0,0,0
2-strong-ants-hugged-eagerly,17859,90,91,500,0,0,0,0
2-tidy-ducks-danced-carefully,16648,41,35,506,0,0,0,0
2-windy-newts-walked-carefully,3984,66,38,216,0,0,0,0
20-cheap-gerbils-danced-quickly,92,15,13,33,0,0,0,0
20-clever-goats-walked-carefully,29604,90,83,825,0,0,0,0
20-clever-rooks-played-quickly,10281,90,88,589,0,0,0,0
20-dirty-ants-played-quickly,6436,30,31,426,0,0,0,0
20-famous-moths-hid-correctly,3840,90,76,448,0,0,0,0
20-fat-weasels-cuddled-jovially,11470,91,82,694,0,0,0,0
20-healthy-bats-snuggled-eagerly,21620,87,74,748,0,0,0,0
20-healthy-goats-hid-merrily,6294,90,77,433,0,0,0,0
20-old-starlings-loitered-jovially,1953,89,47,120,0,0,0,0
20-share-badgers-married-correctly,3490,90,87,247,0,0,0,0
20-thirsty-sparrows-felt-patiently,1128,90,79,86,0,0,0,0
20-whole-pigeons-whimpered-carefully,9706,89,83,405,0,0,0,0
21-bitter-frogs-whimpered-eagerly,4110,23,23,362,0,0,0,0
21-clear-weasels-sang-quietly,810,8,8,67,0,0,0,0
21-expensive-dragonflies-felt-quickly,10254,90,91,459,0,0,0,0
21-fair-salmons-hopped-cordially,4777,49,40,357,0,0,0,0
21-famous-weasels-cuddled-fast,20583,91,91,622,0,0,0,0
21-funny-badgers-went-carefully,3605,59,37,218,0,0,0,0
21-happy-stoats-drove-correctly,7499,89,80,936,0,0,0,0
21-kind-parrots-cuddled-quietly,11676,90,90,450,0,0,0,0
21-long-goats-ran-easily,5048,90,71,228,0,0,0,0
21-polite-deer-engaged-fast,2924,90,50,217,0,0,0,0
21-sad-dogs-felt-correctly,1063,90,90,129,0,0,0,0
21-sad-pikes-cried-fast,5778,90,71,552,0,0,0,0
21-sour-salmons-cuddled-merrily,5886,21,21,333,0,0,0,0
21-strong-snails-played-jovially,3787,89,42,132,0,0,0,0
22-careful-donkeys-walked-easily,4399,90,87,278,0,0,0,0
22-cheap-greg-hugged-merrily,3686,90,75,278,0,0,0,0
22-funny-horses-hid-fast,8382,90,91,537,0,0,0,0
22-healthy-chickens-loitered-merrily,2240,22,22,142,0,0,0,0
22-share-moths-went-correctly,6475,90,11,142,0,0,0,0
22-share-oysters-ran-quickly,37627,91,86,1614,0,0,0,0
22-slow-crows-hugged-jovially,6121,90,91,337,0,0,0,0
22-strong-dragonflies-loitered-merrily,8249,90,68,486,0,0,0,0
22-strong-kingfishers-fought-patiently,1602,90,91,124,0,0,0,0
23-careful-otters-went-merrily,8982,90,90,555,0,0,0,0
23-comfortable-peafowl-cried-cordially,22389,91,91,756,0,0,0,0
23-comfortable-rabbits-engaged-easily,4025,20,20,380,0,0,0,0
23-cute-herons-cried-loudly,10456,91,32,475,0,0,0,0
23-dangerous-mussles-ran-loudly,2548,8,9,40,0,0,0,0
23-dark-kingfishers-jumped-quickly,8032,90,90,367,0,0,0,0
23-famous-parrots-felt-loudly,3093,85,24,217,0,0,0,0
23-lucky-robins-sang-patiently,7445,90,90,456,0,0,0,0
23-quiet-dogs-cried-eagerly,13514,90,91,605,0,0,0,0
24-clever-greg-whimpered-patiently,11975,91,90,754,0,0,0,0
24-expensive-hares-sat-loudly,2087,91,62,125,0,0,0,0
24-fair-ferrets-knitted-correctly,5864,84,57,604,0,0,0,0
24-fine-peafowl-floundered-patiently,4913,18,18,254,0,0,0,0
24-fresh-ducks-whimpered-correctly,11972,90,85,532,0,0,0,0
24-fresh-geese-listened-merrily,18087,91,86,802,0,0,0,0
24-fresh-salmons-walked-quickly,9569,90,55,575,0,0,0,0
24-great-guinea-pigs-whimpered-fast,974,21,22,71,0,0,0,0
24-hungry-chickens-cried-quietly,31199,90,91,1405,0,0,0,0
24-hungry-dragonflies-whimpered-loudly,7922,90,73,385,0,0,0,0
24-loud-badgers-hugged-carefully,2929,51,37,200,0,0,0,0
24-proud-butterflies-felt-carefully,9459,91,77,425,0,0,0,0
24-proud-crows-whimpered-correctly,17824,88,68,781,0,0,0,0
24-soft-pigeons-danced-easily,8456,26,26,448,0,0,0,0
24-sweet-herons-hopped-cordially,63916,91,91,3700,0,0,0,0
25-bright-frogs-walked-patiently,1736,90,52,200,0,0,0,0
25-cute-donkeys-hopped-quickly,25829,90,90,917,0,0,0,0
25-dangerous-crows-sang-easily,7927,90,41,345,0,0,0,0
25-difficult-rabbits-sat-cordially,5166,37,34,309,0,0,0,0
25-early-hares-married-cordially,2720,28,24,158,0,0,0,0
25-fair-ducks-knitted-easily,4118,36,26,644,0,0,0,0
25-great-dogs-ran-jovially,4512,89,79,369,0,0,0,0
25-sweet-donkeys-cried-correctly,3717,19,5,162,0,0,0,0
25-thick-salmons-engaged-easily,6547,28,23,322,0,0,0,0
25-tidy-donkeys-hid-quickly,2981,83,37,132,0,0,0,0
26-clever-herons-danced-quietly,13798,90,82,1294,0,0,0,0
26-close-stoats-sang-quickly,1181,11,10,77,0,0,0,0
26-cute-crabs-played-easily,2392,88,61,90,0,0,0,0
26-difficult-rats-sat-quietly,5352,89,68,650,0,0,0,0
26-fair-owls-whimpered-merrily,24650,91,91,1624,0,0,0,0
26-fine-sheep-fought-cordially,9736,90,91,518,0,0,0,0
26-high-doves-hugged-easily,4406,87,51,309,0,0,0,0
26-light-kingfishers-married-fast,6147,90,60,427,0,0,0,0
26-narrow-crows-snuggled-easily,11388,91,90,483,0,0,0,0
26-sad-dogs-floundered-patiently,5101,67,68,330,0,0,0,0
26-short-weasels-played-cordially,23256,90,91,741,0,0,0,0
26-strong-sparrows-played-patiently,5612,19,19,362,0,0,0,0
26-warm-horses-whimpered-fast,14095,90,53,1083,0,0,0,0
27-brave-bees-hopped-merrily,5618,73,74,522,12,1,1,5
27-cheap-dogs-sang-jovially,27293,90,83,1139,0,0,0,0
27-dapper-cattle-felt-patiently,21471,90,91,1079,0,0,0,0
27-free-doves-listened-loudly,7609,52,46,656,0,0,0,0
27-old-hawks-engaged-cordially,2527,90,66,294,0,0,0,0
27-salty-starlings-sang-easily,70633,90,73,461,0,0,0,0
27-sweet-greg-kissed-cordially,8879,88,67,511,0,0,0,0
28-famous-donkeys-played-merrily,14406,71,71,841,0,0,0,0
28-free-mice-played-fast,9161,91,91,620,0,0,0,0
28-free-snakes-talked-merrily,4927,90,79,261,0,0,0,0
28-hard-kingfishers-engaged-merrily,9702,36,37,465,0,0,0,0
28-interesting-stoats-hid-easily,739,8,8,80,0,0,0,0
28-quick-stoats-hugged-cordially,22140,90,91,866,0,0,0,0
28-sweet-pigs-cried-easily,5855,90,84,290,0,0,0,0
28-thirsty-hedgehogs-hugged-correctly,1901,90,26,149,0,0,0,0
29-afraid-rooks-cried-carefully,7249,91,91,449,0,0,0,0
29-dead-platypuses-danced-quietly,6743,90,90,412,0,0,0,0
29-great-lobsters-jumped-fast,9909,90,91,634,0,0,0,0
29-high-doves-kissed-correctly,12748,90,90,578,0,0,0,0
29-sweet-dragonflies-went-carefully,5481,26,26,291,0,0,0,0
29-thick-otters-played-patiently,5601,90,86,394,0,0,0,0
29-thirsty-ants-sang-easily,13920,90,63,572,0,0,0,0
29-thirsty-hares-kissed-fast,7846,15,15,359,0,0,0,0
29-windy-swans-cuddled-easily,9872,90,82,582,0,0,0,0
3-dapper-foxes-floundered-jovially,6318,90,89,552,0,0,0,0
3-dead-crabs-cuddled-loudly,2833,17,16,263,0,0,0,0
3-deep-pigeons-engaged-patiently,11854,89,85,583,0,0,0,0
3-difficult-cockles-married-fast,2124,54,45,128,0,0,0,0
3-early-peafowl-ran-easily,29201,51,52,1707,0,0,0,0
3-free-weasels-whimpered-easily,15532,91,90,726,0,0,0,0
3-healthy-cockles-sat-quickly,23424,90,91,638,0,0,0,0
3-large-clams-hugged-easily,9124,46,40,826,0,0,0,0
3-light-hawks-snuggled-loudly,1498,10,11,99,0,0,0,0
3-noisy-peafowl-played-patiently,3942,21,18,239,0,0,0,0
3-proud-mice-married-loudly,12765,78,78,408,0,0,0,0
30-able-snakes-cried-quickly,2491,8,9,211,0,0,0,0
30-bitter-goats-snuggled-correctly,21055,90,84,555,0,0,0,0
30-clean-moles-went-jovially,10431,90,91,537,0,0,0,0
30-cloudy-clams-cuddled-easily,18274,91,61,1139,0,0,0,0
30-cute-herons-drove-carefully,4280,73,73,286,0,0,0,0
30-dangerous-moths-sat-easily,5526,85,39,398,0,0,0,0
30-difficult-mussles-went-patiently,7487,90,74,427,0,0,0,0
30-healthy-badgers-sat-jovially,2494,84,79,207,0,0,0,0
30-healthy-kingfishers-fought-carefully,11179,90,81,590,0,0,0,0
30-large-salmons-ran-jovially,7787,88,87,443,0,0,0,0
30-noisy-pheasants-played-quickly,32125,82,58,723,0,0,0,0
30-strong-ants-whimpered-patiently,18301,46,46,2252,0,0,0,0
30-tidy-chickens-snuggled-easily,4023,91,66,314,0,0,0,0
31-afraid-pigeons-hid-quickly,6182,90,54,351,0,0,0,0
31-bad-guinea-pigs-jumped-fast,14781,76,72,506,0,0,0,0
31-cloudy-mice-drove-merrily,79,84,13,16,0,0,0,0
31-free-deer-whispered-easily,4576,91,69,228,0,0,0,0
31-important-moles-drove-loudly,8438,90,89,408,0,0,0,0
31-loud-deer-played-correctly,33192,90,91,1512,0,0,0,0
31-lucky-cattle-hugged-loudly,4104,90,78,307,0,0,0,0
31-noisy-cattle-engaged-quickly,5759,90,87,530,0,0,0,0
31-windy-hedgehogs-engaged-eagerly,10808,90,90,244,0,0,0,0
32-able-cockles-fought-carefully,8756,90,76,520,0,0,0,0
32-afraid-swans-snuggled-correctly,35257,90,91,1012,0,0,0,0
32-comfortable-kingfishers-listened-carefully,5497,29,22,284,0,0,0,0
32-cool-otters-went-patiently,5765,90,80,489,0,0,0,0
32-early-goats-snuggled-easily,8602,87,58,470,0,0,0,0
32-fine-cattle-kissed-loudly,108,89,3,14,0,0,0,0
32-full-herons-snuggled-easily,1938,90,55,171,0,0,0,0
32-good-ducks-jumped-fast,11953,90,89,516,0,0,0,0
32-healthy-pigs-married-merrily,5155,90,71,317,0,0,0,0
32-interesting-rabbits-felt-cordially,647,90,59,78,0,0,0,0
32-salty-sparrows-jumped-loudly,1352,90,80,102,0,0,0,0
32-share-geese-whimpered-quickly,5842,90,85,383,0,0,0,0
32-sweet-lobsters-jumped-patiently,277,72,39,60,0,0,0,0
32-whole-mussles-jumped-jovially,220,86,6,45,0,0,0,0
33-comfortable-geese-jumped-easily,1611,82,15,122,0,0,0,0
33-flat-rabbits-sang-eagerly,21033,90,91,1213,0,0,0,0
33-free-oysters-played-fast,5524,33,34,279,0,0,0,0
33-fresh-greg-loitered-jovially,14366,90,91,1053,0,0,0,0
33-healthy-rabbits-talked-quickly,16748,90,84,782,0,0,0,0
33-important-lobsters-whispered-easily,23683,90,75,1117,0,0,0,0
33-kind-snails-hugged-eagerly,3444,89,60,158,0,0,0,0
33-light-snakes-knitted-correctly,8300,90,91,361,0,0,0,0
33-near-otters-whimpered-patiently,257,12,11,36,0,0,0,0
33-slow-oysters-kissed-eagerly,9307,90,89,901,0,0,0,0
33-thick-frogs-married-loudly,1450,2,3,56,0,0,0,0
34-brave-rooks-loitered-carefully,10224,89,72,415,0,0,0,0
34-difficult-peafowl-talked-easily,15519,90,87,921,0,0,0,0
34-funny-guinea-pigs-played-cordially,8647,89,72,474,0,0,0,0
34-good-peafowl-played-jovially,6975,90,87,344,0,0,0,0
34-happy-chickens-drove-easily,12111,90,86,571,0,0,0,0
34-long-snakes-hugged-correctly,2064,80,49,96,0,0,0,0
34-narrow-doves-whimpered-quickly,6320,90,88,307,0,0,0,0
34-noisy-ferrets-played-easily,2137,90,20,65,0,0,0,0
34-slow-stoats-floundered-easily,3881,89,68,308,0,0,0,0
34-strong-salmons-floundered-fast,3019,91,35,349,0,0,0,0
34-thick-horses-felt-easily,25286,90,91,1311,0,0,0,0
4-bad-otters-danced-easily,3433,22,22,234,0,0,0,0
4-dark-crows-talked-cordially,11975,91,85,535,0,0,0,0
4-expensive-ants-sat-quickly,9580,90,79,590,0,0,0,0
4-famous-pigs-hid-correctly,10491,90,89,690,0,0,0,0
4-famous-platypuses-whispered-easily,5924,86,73,220,0,0,0,0
4-great-sparrows-hopped-quickly,14838,89,77,492,0,0,0,0
4-hungry-foxes-loitered-cordially,14853,91,90,743,0,0,0,0
4-narrow-ferrets-felt-easily,6738,90,75,276,0,0,0,0
4-strong-frogs-felt-cordially,6860,90,89,492,0,0,0,0
5-busy-moths-played-carefully,6253,10,10,411,0,0,0,0
5-comfortable-moths-fought-cordially,1723,50,39,142,0,0,0,0
5-dapper-frogs-hopped-carefully,21289,90,89,762,0,0,0,0
5-noisy-guinea-pigs-played-easily,7383,90,67,471,0,0,0,0
5-old-frogs-walked-easily,13308,90,90,515,0,0,0,0
5-share-bees-knitted-loudly,4815,91,80,347,0,0,0,0
5-soft-weasels-felt-correctly,2006,90,85,148,0,0,0,0
6-clean-pigeons-felt-eagerly,6031,90,64,266,0,0,0,0
6-close-pheasants-knitted-easily,13389,90,89,608,0,0,0,0
6-dapper-clams-hopped-carefully,17107,90,88,950,0,0,0,0
6-dapper-rabbits-went-eagerly,5969,91,62,584,0,0,0,0
6-dirty-sheep-hugged-quickly,10998,90,90,580,0,0,0,0
6-famous-sparrows-talked-quickly,5356,90,89,244,0,0,0,0
6-fat-lobsters-talked-easily,8659,70,68,502,0,0,0,0
6-fine-salmons-hid-jovially,48137,90,91,1579,0,0,0,0
6-heavy-frogs-played-jovially,2168,82,39,156,0,0,0,0
6-lazy-snails-whispered-correctly,5245,90,65,380,0,0,0,0
6-salty-guinea-pigs-hid-merrily,20383,91,91,892,0,0,0,0
7-able-snakes-kissed-easily,56135,90,82,1192,0,0,0,0
7-cold-oysters-loitered-correctly,5425,28,29,563,0,0,0,0
7-difficult-hawks-cuddled-carefully,4400,90,61,174,0,0,0,0
7-great-sheep-sat-patiently,15353,90,87,748,0,0,0,0
7-noisy-newts-hugged-correctly,10903,90,60,413,0,0,0,0
7-rich-dogs-sang-easily,1192,84,40,57,0,0,0,0
7-strong-salmons-snuggled-jovially,5551,90,58,336,0,0,0,0
8-bitter-pigeons-sat-carefully,1573,90,64,174,0,0,0,0
8-cloudy-butterflies-floundered-patiently,10572,90,91,481,0,0,0,0
8-cloudy-horses-sat-easily,10142,90,86,633,0,0,0,0
8-comfortable-ants-whispered-fast,2307,13,14,224,0,0,0,0
8-dapper-moths-whimpered-easily,5566,90,85,369,0,0,0,0
8-early-squirrels-danced-easily,16697,90,91,893,0,0,0,0
8-great-gerbils-knitted-loudly,0,0,0,0,98,1,1,17
8-low-kingfishers-sang-quickly,6197,91,46,382,0,0,0,0
8-polite-greg-snuggled-correctly,73,87,15,14,0,0,0,0
8-slow-ferrets-whimpered-quietly,7792,90,87,340,0,0,0,0
8-thick-crows-married-easily,23262,90,91,929,0,0,0,0
9-cold-salmons-snuggled-carefully,18498,90,91,915,0,0,0,0
9-cool-toads-hid-easily,1819,10,10,183,0,0,0,0
9-deep-ferrets-engaged-quietly,1430,91,73,67,0,0,0,0
9-dry-foxes-hugged-correctly,2006,25,26,122,0,0,0,0
9-free-oysters-loitered-loudly,5761,90,78,365,0,0,0,0
9-full-peafowl-knitted-quickly,4142,90,42,269,0,0,0,0
9-hard-foxes-hugged-loudly,12599,91,90,609,0,0,0,0
9-healthy-pigs-knitted-merrily,103,119,4,23,0,0,0,0
9-hungry-peafowl-hugged-easily,11958,90,82,483,0,0,0,0
9-loud-dragonflies-cuddled-eagerly,21630,91,80,1325,0,0,0,0
9-low-pheasants-floundered-cordially,28851,90,79,1248,0,0,0,0
9-lucky-toads-cried-carefully,8649,90,74,629,0,0,0,0
9-strong-clams-talked-easily,3169,91,37,209,0,0,0,0
9-weak-flies-played-cordially,10116,91,87,208,0,0,0,0
bully-Hunter-69,846,12,6,90,0,0,0,0
10-free-lobsters-engaged-quickly,9785,90,28,679,0,0,0,0
12-cool-greg-danced-loudly,3659,90,64,181,0,0,0,0
15-cool-salmons-cuddled-quietly,3332,89,39,241,0,0,0,0
15-dangerous-dragonflies-hugged-quietly,13425,28,25,448,0,0,0,0
17-salty-cockles-played-carefully,10753,91,85,525,0,0,0,0
21-hard-clams-felt-eagerly,2214,29,14,164,0,0,0,0
23-fresh-toads-sang-fast,3789,84,29,404,0,0,0,0
23-good-oysters-jumped-easily,1,1,1,1,0,0,0,0
23-heavy-cattle-kissed-quickly,13232,87,70,774,0,0,0,0
24-dead-sheep-sat-carefully,15690,67,67,715,0,0,0,0
24-flat-robins-engaged-carefully,4275,44,43,288,0,0,0,0
27-proud-mussles-drove-loudly,3011,80,47,255,0,0,0,0
3-flat-herons-cuddled-patiently,4324,90,57,348,0,0,0,0
31-fair-crows-listened-quietly,7747,17,17,457,0,0,0,0
33-cheap-owls-hid-fast,5815,89,44,357,0,0,0,0
34-clear-foxes-knitted-cordially,1942,88,26,193,0,0,0,0
5-lucky-dogs-sang-easily,3981,89,55,226,0,0,0,0
6-free-crabs-whispered-patiently,1881,19,8,255,0,0,0,0
7-near-oysters-talked-jovially,2379,90,61,152,0,0,0,0
8-hard-rabbits-knitted-easily,5029,87,47,279,0,0,0,0
