"","id","wave","person_id","gender_fac","edu_fac","age","ethn_fac","zip","party_fac","ideo","party_imp","partisan","party","approve_trump","att_econ_1","att_econ_2","att_econ_3","att_climate_1","att_climate_2","att_climate_3","att_immigrant_1","att_immigrant_2","att_immigrant_3","att_gun_1","att_gun_2","att_gun_3","ft_dem_supporters","ft_rep_supporters","understand_party_opp","stupid_party_opp","talk_party_opp","talk_ind_dem","talk_ind_rep","findout_party_opp","findout_ind_dem","findout_ind_rep","spendtime_party_opp","spendtime_ind_dem","spendtime_ind_rep","visits_u","day_range","active_days","count_domains","page_center","page_left","page_right","domain_center","domain_left","domain_right","page_center_mean","page_left_mean","page_right_mean","domain_center_mean","domain_left_mean","domain_right_mean","page_center_perc","page_left_perc","page_right_perc","domain_center_perc","domain_left_perc","domain_right_perc","att_econ_1_fold","att_econ_2_fold","att_econ_3_fold","att_climate_1_fold","att_climate_2_fold","att_climate_3_fold","att_immigrant_1_fold","att_immigrant_2_fold","att_immigrant_3_fold","att_gun_1_fold","att_gun_2_fold","att_gun_3_fold","att_econ_fold","att_climate_fold","att_gun_fold","att_immigrant_fold","att_extr","ap_sd_1","ap_sd_2","ap_sd_3","ap_ft","ap_under","ap_stupid","ap_sd","att_econ_1_fold_r","att_econ_2_fold_r","att_econ_3_fold_r","att_climate_1_fold_r","att_climate_2_fold_r","att_climate_3_fold_r","att_immigrant_1_fold_r","att_immigrant_2_fold_r","att_immigrant_3_fold_r","att_gun_1_fold_r","att_gun_2_fold_r","att_gun_3_fold_r","att_econ_fold_r","att_climate_fold_r","att_gun_fold_r","att_immigrant_fold_r","att_extr_r","ap_sd_1_r","ap_sd_2_r","ap_sd_3_r","ap_ft_r","ap_under_r","ap_stupid_r","ap_sd_r","domain_congenial_mean","domain_congenial_perc","domain_cross_mean","domain_cross_perc","page_congenial_mean","page_congenial_perc","page_cross_mean","page_cross_perc","count_domains_ln","page_center_ln","page_left_ln","page_right_ln","domain_center_ln","domain_left_ln","domain_right_ln","page_center_mean_ln","page_left_mean_ln","page_right_mean_ln","domain_center_mean_ln","domain_left_mean_ln","domain_right_mean_ln","page_center_perc_ln","page_left_perc_ln","page_right_perc_ln","domain_center_perc_ln","domain_left_perc_ln","domain_right_perc_ln","domain_congenial_mean_ln","domain_congenial_perc_ln","domain_cross_mean_ln","domain_cross_perc_ln","page_congenial_mean_ln","page_congenial_perc_ln","page_cross_mean_ln","page_cross_perc_ln","embed_imputed_party","findout_ind_party","spend_ind_party","talk_ind_party"
"572","286",2,325,"Female","College Degree (such as B.A., B.S.)",43,"White","22124","A not very strong Democrat",3,"Democrat",2,2,1,5,5,9,1,1,2,3,7,2,1,2,6,68,50,4,2,4,NA,NA,2,NA,NA,4,NA,NA,12162,66,58,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,5,4,0,5,6,5,1,2,5.66666666666667,4,3,3.66666666666667,3,5,3,50,4,2,4.33333333333333,33.3333333333333,33.3333333333333,33.3333333333333,100,100,83.3333333333333,66.6666666666667,0,83.3333333333333,100,83.3333333333333,16.6666666666667,33.3333333333333,94.4444444444445,66.6666666666667,50,61.1111111111111,50,83.3333333333333,50,50,42.8571428571429,14.2857142857143,72.2222222222222,0,0,0,0,0,0,0,0,61.8193657865862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Democrat",NA,NA,NA
"573","287",1,326,"Male","High school graduate",18,"White","56345","Independent, lean toward Democrat",4,"Democrat",1,NA,1,4,1,13,7,2,1,1,3,1,4,13,3,94,44,2,5,2,NA,NA,2,NA,NA,2,NA,NA,13939,90,88,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,5,6,6,4,6,3,6,4,5,3.66666666666667,4.33333333333333,5.33333333333333,4.58333333333333,5,5,5,56,6,5,5,50,100,100,0,83.3333333333333,100,100,66.6666666666667,100,50,100,66.6666666666667,83.3333333333333,61.1111111111111,72.2222222222222,88.8888888888889,76.3888888888889,83.3333333333333,83.3333333333333,83.3333333333333,56,71.4285714285714,57.1428571428571,83.3333333333333,0,0,0,0,0,0,0,0,48.4825555430166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Democrat",NA,NA,NA
"574","287",2,326,"Male","High school graduate",18,"White","56345","Independent, lean toward Democrat",4,"Democrat",1,1,1,5,6,9,2,1,1,1,6,1,1,5,4,100,25,1,6,1,NA,NA,1,NA,NA,1,NA,NA,14659,92,91,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,6,6,6,1,6,6,2,3,1.66666666666667,5.66666666666667,3.66666666666667,4.33333333333333,3.83333333333333,6,6,6,75,7,6,6,33.3333333333333,16.6666666666667,33.3333333333333,83.3333333333333,100,100,100,16.6666666666667,100,100,33.3333333333333,50,27.7777777777778,94.4444444444445,61.1111111111111,72.2222222222222,63.8888888888889,100,100,100,75,85.7142857142857,71.4285714285714,100,0,0,0,0,0,0,0,0,56.5620642789582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Democrat",NA,NA,NA
"575","288",1,327,"Female","Master's degree",29,"White","76182","A strong Democrat",0,"Democrat",3,NA,1,1,1,9,1,1,1,1,1,1,1,1,1,81,1,5,7,5,NA,NA,1,NA,NA,1,NA,NA,397,58,51,24,0,1,0,0,1,0,0,0.0196078431372549,0,0,0.0196078431372549,0,0,0.00251889168765743,0,0,0.00251889168765743,0,6,6,2,6,6,6,6,6,6,6,6,6,4.66666666666667,6,6,6,5.66666666666667,2,6,6,99,3,7,4.66666666666667,100,100,33.3333333333333,100,100,100,100,100,100,100,100,100,77.7777777777778,100,100,100,94.4444444444445,33.3333333333333,100,100,99,28.5714285714286,85.7142857142857,77.7777777777778,0.0196078431372549,0.00251889168765743,0,0,0.0196078431372549,0.00251889168765743,0,0,5.08569019979167,0,9.05604875347287,0,0,8.16662636076674,0,0,0.515764374246537,0,0,0.423459798346344,0,0,3.22893502995553,0,0,1.99290500085265,0,0.423459798346344,0.866422420064488,0,0,0.515764374246537,3.22893502995553,0,0,"Democrat",NA,NA,NA
"576","288",2,327,"Female","Master's degree",29,"White","76182","A strong Democrat",0,"Democrat",3,1,1,1,1,12,1,1,1,1,1,1,1,1,1,100,0,1,7,1,NA,NA,1,NA,NA,1,NA,NA,250,85,39,22,0,13,0,0,14,0,0,0.333333333333333,0,0,0.358974358974359,0,0,0.052,0,0,0.056,0,6,6,5,6,6,6,6,6,6,6,6,6,5.66666666666667,6,6,6,5.91666666666667,6,6,6,100,7,7,6,100,100,83.3333333333333,100,100,100,100,100,100,100,100,100,94.4444444444445,100,100,100,98.6111111111111,100,100,100,100,85.7142857142857,85.7142857142857,100,0.358974358974359,0.056,0,0,0.333333333333333,0.052,0,0,0,0,32.1269526130823,0,0,29.5696625505731,0,0,7.89136697052577,0,0,6.70689633852665,0,0,32.9458985874109,0,0,35.412348418915,0,6.70689633852665,25.5828066791006,0,0,7.89136697052577,32.9458985874109,0,0,"Democrat",NA,NA,NA
"577","289",1,328,"Female","College Degree (such as B.A., B.S.)",53,"Black","32579","A not very strong Democrat",7,"Democrat",2,NA,6,5,5,4,2,2,2,6,9,7,3,4,3,66,70,5,1,4,NA,NA,4,NA,NA,4,NA,NA,6814,30,29,369,233,14,0,300,89,4,8.03448275862069,0.482758620689655,0,10.3448275862069,3.06896551724138,0.137931034482759,0.0341943058409158,0.00205459348400352,0,0.0440270032286469,0.0130613442911652,0.000587026709715292,2,2,3,5,5,5,1,2,0,4,3,4,2.33333333333333,5,3.66666666666667,1,3,3,3,3,30,3,1,3,33.3333333333333,33.3333333333333,50,83.3333333333333,83.3333333333333,83.3333333333333,16.6666666666667,33.3333333333333,0,66.6666666666667,50,66.6666666666667,38.8888888888889,83.3333333333333,61.1111111111111,16.6666666666667,50,50,50,50,30,28.5714285714286,0,50,3.06896551724138,0.0130613442911652,0.137931034482759,0.000587026709715292,0.482758620689655,0.00205459348400352,0,0,55.0208182992716,76.400209936657,35.3809917083154,0,75.803019951686,53.0165386267111,19.427087829089,79.4675918230932,10.4625038186473,0,73.1947606959582,30.6043932592017,3.27363325412055,20.1268201097294,2.63436743482005,0,25.7912605814831,10.2799371389718,0.202114284166603,30.6043932592017,4.46923862916096,4.04126171445219,0.609795650341218,10.4625038186473,2.63436743482005,0,0,"Democrat",1,1,1
"578","289",2,328,"Female","College Degree (such as B.A., B.S.)",53,"Black","32579","A not very strong Democrat",7,"Democrat",2,2,6,9,7,9,4,4,3,10,13,4,2,3,4,63,44,4,1,4,NA,NA,4,NA,NA,4,NA,NA,25724,60,60,803,691,39,272,905,157,567,11.5166666666667,0.65,4.53333333333333,15.0833333333333,2.61666666666667,9.45,0.0268620743274763,0.00151609392007464,0.0105737832374436,0.0351811537863474,0.00610324988337739,0.0220416731457005,2,0,2,3,3,4,3,6,3,5,4,3,1.33333333333333,3.33333333333333,4,4,3.16666666666667,3,3,3,56,4,1,3,33.3333333333333,0,33.3333333333333,50,50,66.6666666666667,50,100,50,83.3333333333333,66.6666666666667,50,22.2222222222222,55.5555555555556,66.6666666666667,66.6666666666667,52.7777777777778,50,50,50,56,42.8571428571429,0,50,2.61666666666667,0.00610324988337739,9.45,0.0220416731457005,0.65,0.00151609392007464,4.53333333333333,0.0105737832374436,77.4790284232225,82.2902922543768,44.9071166767601,78.8336315386313,83.0369265002143,55.2793396133814,81.5457986556513,67.2570706180246,13.7366973652852,55.2656280360637,68.9609367267898,28.1096136404439,62.0479942115792,23.2479615518315,0.984576538541795,18.5942870821185,23.22391745074,3.95450009301931,10.2364059197404,28.1096136404439,2.85683429394253,62.0479942115792,19.3104542713802,13.7366973652852,0.984576538541795,55.2656280360637,18.5942870821185,"Democrat",1,1,1
"579","290",1,329,"Male","Completed some high school",39,"White","43545","A strong Democrat",1,"Democrat",3,1,1,6,5,8,7,4,7,4,4,4,1,2,4,82,38,4,4,4,NA,NA,4,NA,NA,1,NA,NA,16052,48,47,772,4,1,1,8,2,5,0.0851063829787234,0.0212765957446809,0.0212765957446809,0.170212765957447,0.0425531914893617,0.106382978723404,0.00024919013207077,6.22975330176925e-05,6.22975330176925e-05,0.00049838026414154,0.000124595066035385,0.000311487665088462,1,2,1,0,3,0,3,3,3,6,5,3,1.33333333333333,1,4.66666666666667,3,2.5,3,3,6,62,4,4,3,16.6666666666667,33.3333333333333,16.6666666666667,0,50,0,50,50,50,100,83.3333333333333,50,22.2222222222222,16.6666666666667,77.7777777777778,50,41.6666666666667,50,50,100,62,42.8571428571429,42.8571428571429,50,0.0425531914893617,0.000124595066035385,0.106382978723404,0.000311487665088462,0.0212765957446809,6.22975330176925e-05,0.0212765957446809,6.22975330176925e-05,68.6742863366495,22.5397170560358,9.05604875347287,10.3236457500178,29.1839916784017,12.9437965392162,21.627841812581,2.94893816156487,0.559200247675554,0.845366740732598,4.73704774121618,0.908777092870835,2.56131239990216,0.149148756146273,0.079956455249862,0.186078343490087,0.29826035978111,0.0986954863344411,0.107260498028406,0.908777092870835,0.0429082079089281,3.16191000548014,0.32361386737634,0.559200247675554,0.079956455249862,0.845366740732598,0.159759534611978,"Democrat",NA,NA,NA
"580","290",2,329,"Male","Completed some high school",39,"White","43545","A strong Democrat",1,"Democrat",3,1,1,8,7,8,7,5,4,4,6,5,1,6,1,80,45,3,3,3,NA,NA,4,NA,NA,3,NA,NA,5107,92,27,406,2,3,4,9,4,5,0.0740740740740741,0.111111111111111,0.148148148148148,0.333333333333333,0.148148148148148,0.185185185185185,0.000391619345995692,0.000587429018993538,0.000783238691991384,0.00176228705698061,0.000783238691991384,0.00097904836498923,1,0,1,0,2,3,3,1,2,6,1,6,0.666666666666667,1.66666666666667,4.33333333333333,2,2.16666666666667,4,3,4,55,5,3,3.33333333333333,16.6666666666667,0,16.6666666666667,0,33.3333333333333,50,50,16.6666666666667,33.3333333333333,100,16.6666666666667,100,11.1111111111111,27.7777777777778,72.2222222222222,33.3333333333333,36.1111111111111,66.6666666666667,50,66.6666666666667,55,57.1428571428571,28.5714285714286,55.5555555555556,0.148148148148148,0.000783238691991384,0.185185185185185,0.00097904836498923,0.111111111111111,0.000587429018993538,0.148148148148148,0.000783238691991384,62.6379802432555,13.8242890180361,16.876258331976,22.6184995674714,28.0802592750122,17.5737273804619,23.0381046451945,1.90186165531479,2.89012967048578,4.46282910499218,7.14196225746452,3.02076481434097,4.49240840526903,0.343394406554212,0.381663170744865,1.38407382408467,1.18263157317022,0.508834436305208,0.459449179681909,3.02076481434097,0.367595304939228,4.49240840526903,0.866727291183431,2.89012967048578,0.381663170744865,4.46282910499218,1.38407382408467,"Democrat",NA,NA,NA
"581","291",1,330,"Male","High school graduate",19,"Asian","33812","Independent (close to neither parity)",9,"Republican",0,NA,4,6,7,7,6,6,5,5,5,6,1,1,1,50,50,NA,NA,NA,4,4,NA,4,4,NA,4,4,4966,90,57,378,1,0,0,6,1,0,0.0175438596491228,0,0,0.105263157894737,0.0175438596491228,0,0.000201369311316955,0,0,0.00120821586790173,0.000201369311316955,0,1,0,0,1,1,2,2,2,1,6,6,6,0.333333333333333,1.33333333333333,6,1.66666666666667,2.33333333333333,3,3,3,50,NA,NA,3,16.6666666666667,0,0,16.6666666666667,16.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,16.6666666666667,100,100,100,5.55555555555556,22.2222222222222,100,27.7777777777778,38.8888888888889,50,50,50,50,NA,NA,50,0,0,0.0175438596491228,0.000201369311316955,0,0,0,0,55.4661863640817,9.70732776164166,0,0,25.845981417974,8.16662636076674,0,0.627918831321855,0,0,3.0161806869703,0.379270331579374,0,0.120529252334414,0,0,0.722811755800169,0.159504544994538,0,0,0,0.543948936865346,0.209220127226503,0,0,0,0,"Republican",7,7,7
"582","291",2,330,"Male","High school graduate",19,"Asian","33812","Independent (close to neither parity)",9,"Republican",0,4,4,6,7,7,5,3,1,3,6,7,1,5,1,100,100,4,5,7,4,4,7,4,4,7,4,4,2464,94,45,289,1,0,0,9,1,0,0.0222222222222222,0,0,0.2,0.0222222222222222,0,0.000405844155844156,0,0,0.0036525974025974,0.000405844155844156,0,1,0,0,2,4,6,4,1,0,6,2,6,0.333333333333333,4,4.66666666666667,1.66666666666667,2.66666666666667,0,0,0,0,4,5,0,16.6666666666667,0,0,33.3333333333333,66.6666666666667,100,66.6666666666667,16.6666666666667,0,100,33.3333333333333,100,5.55555555555556,66.6666666666667,77.7777777777778,27.7777777777778,44.4444444444444,0,0,0,0,42.8571428571429,57.1428571428571,0,0,0,0.0222222222222222,0.000405844155844156,0,0,0,0,55.2493009545456,8.72215526345012,0,0,28.0802592750122,7.56859242073746,0,0.584962859587826,0,0,4.52629413521363,0.480585924029259,0,0.355865009197831,0,0,2.4488662835128,0.263708159662806,0,0,0,0.581158240472875,0.3593867154932,0,0,0,0,"Republican",7,7,7
"583","292",1,331,"Female","High school graduate",30,"White","30019","A strong Republican",10,"Republican",3,NA,7,13,12,13,11,13,9,10,12,7,7,13,13,1,73,1,6,1,NA,NA,1,NA,NA,1,NA,NA,5422,87,59,141,4,0,0,4,0,0,0.0677966101694915,0,0,0.0677966101694915,0,0,0.000737735153080044,0,0,0.000737735153080044,0,0,6,5,6,4,6,2,3,5,0,0,6,6,5.66666666666667,4,4,2.66666666666667,4.08333333333333,6,6,6,99,7,6,6,100,83.3333333333333,100,66.6666666666667,100,33.3333333333333,50,83.3333333333333,0,0,100,100,94.4444444444445,66.6666666666667,66.6666666666667,44.4444444444444,68.0555555555555,100,100,100,99,85.7142857142857,71.4285714285714,100,0,0,0,0,0,0,0,0,37.2737728139839,22.5397170560358,0,0,21.3768875188554,0,0,2.36835201847087,0,0,1.97688268775001,0,0,0.441451738072186,0,0,0.441451738072186,0,0,0,0,0,0,0,0,0,0,"Republican",NA,NA,NA
"584","292",2,331,"Female","High school graduate",30,"White","30019","A strong Republican",10,"Republican",3,7,7,13,7,13,12,13,9,9,9,10,7,13,13,4,84,1,6,1,NA,NA,1,NA,NA,1,NA,NA,9149,91,62,194,10,0,0,10,0,0,0.161290322580645,0,0,0.161290322580645,0,0,0.00109301563012351,0,0,0.00109301563012351,0,0,6,0,6,5,6,2,2,2,3,0,6,6,4,4.33333333333333,4,2.33333333333333,3.66666666666667,6,6,6,96,7,6,6,100,0,100,83.3333333333333,100,33.3333333333333,33.3333333333333,33.3333333333333,50,0,100,100,66.6666666666667,72.2222222222222,66.6666666666667,38.8888888888889,61.1111111111111,100,100,100,96,85.7142857142857,71.4285714285714,100,0,0,0,0,0,0,0,0,46.5973387717797,30.1736997010431,0,0,29.2425766063441,0,0,3.97974802941679,0,0,3.71225774067951,0,0,0.958083231761054,0,0,0.733743636746406,0,0,0,0,0,0,0,0,0,0,"Republican",NA,NA,NA
"585","293",1,333,"Male","Completed some college, but no degree",55,"White","01588","A strong Republican",9,"Republican",3,NA,7,4,7,3,4,5,3,12,13,12,7,12,12,1,90,2,6,6,NA,NA,1,NA,NA,1,NA,NA,5507,91,91,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,2,4,5,6,5,0,5,5,2.33333333333333,3,3.33333333333333,5.33333333333333,3.5,1,6,6,99,6,6,4.33333333333333,50,0,66.6666666666667,50,33.3333333333333,66.6666666666667,83.3333333333333,100,83.3333333333333,0,83.3333333333333,83.3333333333333,38.8888888888889,50,55.5555555555556,88.8888888888889,58.3333333333333,16.6666666666667,100,100,99,71.4285714285714,71.4285714285714,72.2222222222222,0,0,0,0,0,0,0,0,36.8780702049657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Republican",NA,NA,NA
"586","293",2,333,"Male","Completed some college, but no degree",55,"White","01588","A strong Republican",9,"Republican",3,7,7,5,7,5,5,6,4,11,13,11,12,11,12,1,95,2,7,3,NA,NA,3,NA,NA,3,NA,NA,8177,97,91,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,3,4,6,4,5,4,5,1.33333333333333,2,4.66666666666667,4.66666666666667,3.16666666666667,4,4,4,99,6,7,4,33.3333333333333,0,33.3333333333333,33.3333333333333,16.6666666666667,50,66.6666666666667,100,66.6666666666667,83.3333333333333,66.6666666666667,83.3333333333333,22.2222222222222,33.3333333333333,77.7777777777778,77.7777777777778,52.7777777777778,66.6666666666667,66.6666666666667,66.6666666666667,99,71.4285714285714,85.7142857142857,66.6666666666667,0,0,0,0,0,0,0,0,38.255609103008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Republican",NA,NA,NA
"587","294",1,334,"Male","Completed some graduate, but no degree",69,"White","34683","A not very strong Democrat",4,"Democrat",2,NA,1,2,5,12,1,1,3,2,2,2,2,5,2,85,30,4,4,5,NA,NA,5,NA,NA,4,NA,NA,17205,91,87,570,4,11,0,44,18,2,0.0459770114942529,0.126436781609195,0,0.505747126436782,0.206896551724138,0.0229885057471264,0.0002324905550712,0.000639349026445801,0,0.0025573961057832,0.0010462074978204,0.0001162452775356,5,2,5,6,6,4,5,5,5,5,2,5,4,5.33333333333333,4,5,4.58333333333333,2,2,3,70,4,4,2,83.3333333333333,33.3333333333333,83.3333333333333,100,100,66.6666666666667,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,33.3333333333333,83.3333333333333,66.6666666666667,88.8888888888889,66.6666666666667,83.3333333333333,76.3888888888889,33.3333333333333,33.3333333333333,50,70,42.8571428571429,42.8571428571429,33.3333333333333,0.206896551724138,0.0010462074978204,0.0229885057471264,0.0001162452775356,0.126436781609195,0.000639349026445801,0,0,63.0613232466132,22.5397170560358,32.4655951859028,0,50.5608791972571,34.6912368099147,13.2610504929595,1.62294391081962,3.16233931442741,0,12.3346076558289,4.1009479830728,0.575829746132623,0.139154653894863,0.82034289840041,0,1.5289249216492,0.828350706399492,0.0400328642012631,4.1009479830728,0.360128367079069,0.71085504283639,0.120782489774489,3.16233931442741,0.82034289840041,0,0,"Democrat",NA,NA,NA
"588","294",2,334,"Male","Completed some graduate, but no degree",69,"White","34683","A not very strong Democrat",4,"Democrat",2,2,1,2,5,12,2,1,1,2,3,2,1,7,2,94,38,4,4,5,NA,NA,6,NA,NA,5,NA,NA,24495,93,86,712,6,25,1,17,43,4,0.0697674418604651,0.290697674418605,0.0116279069767442,0.197674418604651,0.5,0.0465116279069767,0.000244947948560931,0.00102061645233721,4.08246580934885e-05,0.000694019187589304,0.00175546029802,0.000163298632373954,5,2,5,5,6,6,5,4,5,6,0,5,4,5.66666666666667,3.66666666666667,4.66666666666667,4.5,2,1,2,62,4,4,1.33333333333333,83.3333333333333,33.3333333333333,83.3333333333333,83.3333333333333,100,100,83.3333333333333,66.6666666666667,83.3333333333333,100,0,83.3333333333333,66.6666666666667,94.4444444444445,61.1111111111111,77.7777777777778,75,33.3333333333333,16.6666666666667,33.3333333333333,62,42.8571428571429,42.8571428571429,22.2222222222222,0.5,0.00175546029802,0.0465116279069767,0.000163298632373954,0.290697674418605,0.00102061645233721,0.0116279069767442,4.08246580934885e-05,74.860474925468,24.4861855097973,39.6629174786148,9.7412575425031,35.2483774040949,41.3202127703527,20.6938485234152,1.79493206705864,6.99988682388808,0.373462528261064,4.47813527291322,8.86581057625256,1.20209952497766,0.214800222267702,0.662969302182862,0.0721686922802541,0.465989391261772,1.13988878668138,0.0766642577120376,8.86581057625256,0.823485472366132,1.20209952497766,0.144623186536857,6.99988682388808,0.662969302182862,0.373462528261064,0.0721686922802541,"Democrat",NA,NA,NA
"589","295",1,335,"Male","College Degree (such as B.A., B.S.)",42,"White","75013","A not very strong Democrat",3,"Democrat",2,NA,5,9,7,10,6,5,3,5,6,6,6,6,8,85,57,5,2,5,NA,NA,6,NA,NA,5,NA,NA,89591,90,90,1034,13,27,6,30,41,35,0.144444444444444,0.3,0.0666666666666667,0.333333333333333,0.455555555555556,0.388888888888889,0.000145103860878883,0.000301369557209988,6.69710127133306e-05,0.000334855063566653,0.000457635253541092,0.000390664240827762,2,0,3,1,2,4,2,1,1,1,1,1,1.66666666666667,2.33333333333333,1,1.33333333333333,1.58333333333333,2,1,2,43,3,2,1.33333333333333,33.3333333333333,0,50,16.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,27.7777777777778,38.8888888888889,16.6666666666667,22.2222222222222,26.3888888888889,33.3333333333333,16.6666666666667,33.3333333333333,43,28.5714285714286,14.2857142857143,22.2222222222222,0.455555555555556,0.000457635253541092,0.388888888888889,0.000390664240827762,0.3,0.000301369557209988,0.0666666666666667,6.69710127133306e-05,74.0831786321324,36.9592421333128,43.5356405494014,28.9821377098915,45.610928911477,44.0370416104868,43.255683625162,4.87118409130427,6.96866527852127,2.59144344524437,8.66977543969091,8.18626413314978,8.3227879189894,0.0868541075331762,0.386749852900401,0.200037230775504,0.200413544390326,0.362446256207952,0.134519556905811,8.18626413314978,0.157574777680146,10.2743837087374,0.405856721236856,6.96866527852127,0.386749852900401,2.59144344524437,0.171744085283444,"Democrat",NA,NA,NA
"590","295",2,335,"Male","College Degree (such as B.A., B.S.)",42,"White","75013","A not very strong Democrat",3,"Democrat",2,2,5,7,7,10,5,5,5,5,7,5,6,7,8,79,35,5,2,5,NA,NA,6,NA,NA,5,NA,NA,117786,94,92,1240,38,4,2,85,24,4,0.41304347826087,0.0434782608695652,0.0217391304347826,0.923913043478261,0.260869565217391,0.0434782608695652,0.000322618986976381,3.39598933659348e-05,1.69799466829674e-05,0.000721647734026115,0.000203759360195609,3.39598933659348e-05,0,0,3,2,2,2,2,0,2,1,0,1,1,2,0.666666666666667,1.33333333333333,1.25,2,1,2,65,3,2,1.33333333333333,0,0,50,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,0,33.3333333333333,16.6666666666667,0,16.6666666666667,16.6666666666667,33.3333333333333,11.1111111111111,22.2222222222222,20.8333333333333,33.3333333333333,16.6666666666667,33.3333333333333,65,28.5714285714286,14.2857142857143,22.2222222222222,0.260869565217391,0.000203759360195609,0.0434782608695652,3.39598933659348e-05,0.0434782608695652,3.39598933659348e-05,0.0217391304347826,1.69799466829674e-05,86.9417746791799,46.1000987827003,19.592729178796,15.4395279147345,54.3212180780289,35.1474547609237,20.6938485234152,9.20193608291779,1.16744687161238,0.694739655751034,16.2450952736801,5.06852293922565,1.12534581211462,0.282900673215028,0.0220704571139023,0.0300170341641638,0.484533499363982,0.132411501618734,0.0159442754540039,5.06852293922565,0.0956575318848977,1.12534581211462,0.0300780571285356,1.16744687161238,0.0220704571139023,0.694739655751034,0.0300170341641638,"Democrat",NA,NA,NA
"591","296",1,336,"Male","High school graduate",51,"White","21220","Independent, lean toward Republican",8,"Republican",1,NA,2,5,10,5,3,6,5,11,8,11,7,13,7,6,31,2,5,2,NA,NA,2,NA,NA,1,NA,NA,8131,25,25,285,270,6,0,415,50,2,10.8,0.24,0,16.6,2,0.08,0.0332062476940106,0.000737916615422457,0,0.05103923256672,0.00614930512852048,0.000245972205140819,2,3,2,4,1,2,4,1,4,0,6,0,2.33333333333333,2.33333333333333,2,3,2.41666666666667,5,5,6,94,6,5,5,33.3333333333333,50,33.3333333333333,66.6666666666667,16.6666666666667,33.3333333333333,66.6666666666667,16.6666666666667,66.6666666666667,0,100,0,38.8888888888889,38.8888888888889,33.3333333333333,50,40.2777777777778,83.3333333333333,83.3333333333333,100,94,71.4285714285714,57.1428571428571,83.3333333333333,0.08,0.000245972205140819,2,0.00614930512852048,0,0,0.24,0.000737916615422457,50.248783565831,78.45606976286,25.4235430424557,0,80.10081002457,46.3245783272257,13.2610504929595,89.1093088865682,5.71357995416773,0,86.4288805087986,23.9579813192594,1.94984016272511,19.5546425715219,0.946767437186772,0,29.7983854130258,4.85643575931216,0.0847030821622542,1.67832747263866,0.0847030821622542,34.3605006323138,6.37012636514794,0,0,8.63746123834384,1.891718744635,"Republican",NA,NA,NA
"592","296",2,336,"Male","High school graduate",51,"White","21220","Independent, lean toward Republican",8,"Republican",1,5,2,4,9,5,7,6,6,11,10,11,5,11,5,3,14,1,6,4,NA,NA,4,NA,NA,4,NA,NA,16666,92,49,626,423,9,174,498,46,327,8.63265306122449,0.183673469387755,3.55102040816327,10.1632653061224,0.938775510204082,6.6734693877551,0.0253810152406096,0.000540021600864035,0.0104404176167047,0.0298811952478099,0.00276011040441618,0.0196207848313933,3,2,2,0,1,1,4,3,4,2,4,2,2.33333333333333,0.666666666666667,2.66666666666667,3.66666666666667,2.33333333333333,3,3,3,97,7,6,3,50,33.3333333333333,33.3333333333333,0,16.6666666666667,16.6666666666667,66.6666666666667,50,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,38.8888888888889,11.1111111111111,44.4444444444444,61.1111111111111,38.8888888888889,50,50,50,97,85.7142857142857,71.4285714285714,50,6.6734693877551,0.0196207848313933,0.938775510204082,0.00276011040441618,3.55102040816327,0.0104404176167047,0.183673469387755,0.000540021600864035,72.0584312450623,76.1262773317424,28.0308583447841,72.5841664439196,75.7633628711566,42.0404190831202,74.4854742017848,60.2866066178647,4.62546620321402,48.9521396322598,59.8956395587106,14.4763833712537,53.8819410704036,21.9820954846365,0.350870033725359,18.3609736908678,19.7762492307243,1.79134887970749,9.12296582737697,44.5574038780555,9.12296582737697,17.5058591352676,2.44128581763903,41.5673957838721,6.75014261192758,5.44721321059722,0.954396940704863,"Republican",NA,NA,NA
