"","id","wave","person_id","gender","edu","age","ethn","state","interest_pol_1","interest_pol_2","follow_1","follow_2","party","ideo","party_imp","partisan","approve_trump","att_immigrant_1","att_immigrant_2","att_immigrant_3","att_immigrant_4","att_immigrant_5","att_assault_1","att_assault_2","att_assault_3","att_assault_4","att_gun_1","att_gun_2","att_gun_3","att_gun_4","att_gun_5","att_musl_1","att_musl_2","att_musl_3","att_musl_4","ft_dem_supporters","ft_rep_supporters","negtrait_dem_1","negtrait_dem_2","negtrait_rep_1","negtrait_rep_2","socdis_dem_1","socdis_dem_2","socdis_dem_3","socdis_dem_4","socdis_rep_1","socdis_rep_2","socdis_rep_3","socdis_rep_4","visits_u","day_range","active_days","count_domains","page_center","page_left","page_right","domain_center","domain_left","domain_right","page_center_mean","page_left_mean","page_right_mean","domain_center_mean","domain_left_mean","domain_right_mean","page_center_perc","page_left_perc","page_right_perc","domain_center_perc","domain_left_perc","domain_right_perc","att_immigrant_1_fold","att_immigrant_2_fold","att_immigrant_3_fold","att_immigrant_4_fold","att_immigrant_5_fold","att_assault_1_fold","att_assault_2_fold","att_assault_3_fold","att_assault_4_fold","att_gun_1_fold","att_gun_2_fold","att_gun_3_fold","att_gun_4_fold","att_gun_5_fold","att_musl_1_fold","att_musl_2_fold","att_musl_3_fold","att_musl_4_fold","att_immigrant_fold","att_gun_fold","att_musl_fold","att_assault_fold","att_extr","ap_ft","ap_nt_1","ap_nt_2","ap_sd_1","ap_sd_2","ap_sd_3","ap_sd_4","ap_nt","ap_sd","att_immigrant_1_fold_r","att_immigrant_2_fold_r","att_immigrant_3_fold_r","att_immigrant_4_fold_r","att_immigrant_5_fold_r","att_assault_1_fold_r","att_assault_2_fold_r","att_assault_3_fold_r","att_assault_4_fold_r","att_gun_1_fold_r","att_gun_2_fold_r","att_gun_3_fold_r","att_gun_4_fold_r","att_gun_5_fold_r","att_musl_1_fold_r","att_musl_2_fold_r","att_musl_3_fold_r","att_musl_4_fold_r","att_immigrant_fold_r","att_gun_fold_r","att_musl_fold_r","att_assault_fold_r","att_extr_r","ap_ft_r","ap_nt_1_r","ap_nt_2_r","ap_sd_1_r","ap_sd_2_r","ap_sd_3_r","ap_sd_4_r","ap_nt_r","ap_sd_r","domain_congenial_mean","domain_congenial_perc","domain_cross_mean","domain_cross_perc","page_congenial_mean","page_congenial_perc","page_cross_mean","page_cross_perc","count_domains_ln","page_center_ln","page_left_ln","page_right_ln","domain_center_ln","domain_left_ln","domain_right_ln","page_center_mean_ln","page_left_mean_ln","page_right_mean_ln","domain_center_mean_ln","domain_left_mean_ln","domain_right_mean_ln","page_center_perc_ln","page_left_perc_ln","page_right_perc_ln","domain_center_perc_ln","domain_left_perc_ln","domain_right_perc_ln","domain_congenial_mean_ln","domain_congenial_perc_ln","domain_cross_mean_ln","domain_cross_perc_ln","page_congenial_mean_ln","page_congenial_perc_ln","page_cross_mean_ln","page_cross_perc_ln"
"65","33",1,"13-whole-weasels-kissed-cordially","Female","Some college","55-59","Non-Hispanic White","Michigan ","1 Not at all interested","2","1 Not at all","2","Independent (lean toward neither party)","5","Republican",0,"Somewhat approve",5,5,4,5,5,1,6,7,5,5,6,5,5,5,2,5,2,2,49,55,"Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","2","2","2","2","2","2","2","2",41455,91,92,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,2,3,1,1,2,1,1,1,2,1,2,2,0.8,1.2,1.75,2.25,1.5,51,3,3,2,2,2,2,3,2,33.3333333333333,33.3333333333333,0,33.3333333333333,33.3333333333333,100,66.6666666666667,100,33.3333333333333,33.3333333333333,66.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,66.6666666666667,33.3333333333333,66.6666666666667,66.6666666666667,26.6666666666667,40,58.3333333333333,75,50,51,28.5714285714286,28.5714285714286,14.2857142857143,14.2857142857143,14.2857142857143,14.2857142857143,28.5714285714286,14.2857142857143,0,0,0,0,0,0,0,0,94.3180871320401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","33",2,"13-whole-weasels-kissed-cordially","Female","Some college","55-59","Non-Hispanic White","Michigan ","1 Not at all interested","2","1 Not at all","2","Independent (lean toward neither party)","5","Republican",0,"Somewhat approve",6,7,7,5,3,3,5,7,6,5,6,6,6,7,2,4,5,3,21,21,"Agree","Strongly agree","Agree","Agree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable",3354,81,28,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,1,1,3,2,1,2,2,2,3,2,0,1,1,2,2,1,1.75,1.6875,79,6,7,1,1,1,1,6.5,1,66.6666666666667,100,100,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,100,66.6666666666667,33.3333333333333,66.6666666666667,66.6666666666667,66.6666666666667,100,66.6666666666667,0,33.3333333333333,33.3333333333333,66.6666666666667,60,33.3333333333333,58.3333333333333,51.25,55,71.4285714285714,85.7142857142857,0,0,0,0,78.5714285714286,0,0,0,0,0,0,0,0,0,62.4853934825255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","34",1,"14-careful-crows-married-carefully","Male","4 year college degree (BA, BS)","30-34","Non-Hispanic White","Illinois ","2","1 Not at all interested","4 Moderately","3","Independent, lean toward Democrat","3","Democrat",1,"Strongly disapprove",1,1,1,1,1,2,2,1,1,1,7,7,7,1,1,1,1,1,80,0,"Agree","Agree","Agree","Strongly agree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","4 Moderate","4 Moderate","5","4 Moderate",1258,91,67,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.875,100,6,7,4,4,5,4,6.5,4.25,100,100,100,100,100,66.6666666666667,66.6666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83.3333333333333,95.8333333333333,100,71.4285714285714,85.7142857142857,42.8571428571429,42.8571428571429,57.1428571428571,42.8571428571429,78.5714285714286,46.4285714285714,0,0,0,0,0,0,0,0,45.174736318289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","34",2,"14-careful-crows-married-carefully","Male","4 year college degree (BA, BS)","30-34","Non-Hispanic White","Illinois ","2","1 Not at all interested","4 Moderately","3","Independent, lean toward Democrat","3","Democrat",1,"Strongly disapprove",1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,75,5,"Somewhat agree","Agree","Agree","Agree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","6","6","6","3",3840,88,56,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2.4,3,3,2.85,95,6,6,6,6,6,3,6,5.25,100,100,100,100,100,100,100,100,100,100,66.6666666666667,66.6666666666667,66.6666666666667,100,100,100,100,100,100,73.3333333333333,100,100,90,71,71.4285714285714,71.4285714285714,71.4285714285714,71.4285714285714,71.4285714285714,28.5714285714286,71.4285714285714,60.7142857142857,0,0,0,0,0,0,0,0,49.6457607351058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","35",1,"14-clear-pikes-floundered-quietly","Female","Some college","18-24","Non-Hispanic White","Alabama ","6","5","4 Moderately","4 Moderately","Independent, lean toward Democrat","2","Democrat",1,"Strongly disapprove",1,1,1,2,1,1,1,1,1,4,7,7,7,1,1,1,1,1,70,36,"Disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","3","4 Moderate","5","4 Moderate",5743,48,40,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,3,3,0,3,3,3,3,3,3,3,3,2.8,2.4,3,3,2.8,64,4,5,3,4,5,4,4.5,4,100,100,100,66.6666666666667,100,100,100,100,100,0,100,100,100,100,100,100,100,100,93.3333333333333,80,100,100,93.3333333333333,64,42.8571428571429,57.1428571428571,28.5714285714286,42.8571428571429,57.1428571428571,42.8571428571429,50,42.8571428571429,0,0,0,0,0,0,0,0,60.9163610398145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","35",2,"14-clear-pikes-floundered-quietly","Female","Some college","18-24","Non-Hispanic White","Alabama ","6","5","4 Moderately","4 Moderately","Independent, lean toward Democrat","2","Democrat",1,"Strongly disapprove",1,1,1,1,1,1,1,1,1,4,7,7,7,1,1,1,1,1,71,29,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","2","4 Moderate","4 Moderate","4 Moderate",2982,31,26,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,2.4,3,3,2.85,71,4,7,2,4,4,4,5.5,3.5,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,73.3333333333333,100,100,90,47,42.8571428571429,85.7142857142857,14.2857142857143,42.8571428571429,42.8571428571429,42.8571428571429,64.2857142857143,35.7142857142857,0,0,0,0,0,0,0,0,44.1443162247238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","36",1,"14-deep-badgers-danced-quietly","Female","Graduate degree","25-29","Asian or Asian American","New Jersey ","2","1 Not at all interested","2","4 Moderately","Independent, lean toward Democrat","4","Democrat",1,"Strongly disapprove",2,2,2,2,2,4,3,3,3,1,7,6,7,1,6,6,6,6,59,41,"Strongly disagree","Disagree","Somewhat agree","Somewhat agree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","3","3","3","3",34025,92,93,1971,129,59,35,264,62,35,1.38709677419355,0.634408602150538,0.376344086021505,2.83870967741935,0.666666666666667,0.376344086021505,0.003791329904482,0.00173401910360029,0.00102865540044085,0.00775900073475386,0.00182218956649522,0.00102865540044085,2,2,2,2,2,0,1,1,1,3,3,2,3,3,2,2,2,2,2,2.8,2,0.75,1.8875,59,5,5,3,3,3,3,5,3,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,0,33.3333333333333,33.3333333333333,33.3333333333333,100,100,66.6666666666667,100,100,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,93.3333333333333,66.6666666666667,25,62.9166666666667,59,57.1428571428571,57.1428571428571,28.5714285714286,28.5714285714286,28.5714285714286,28.5714285714286,57.1428571428571,28.5714285714286,0.666666666666667,0.00182218956649522,0.376344086021505,0.00102865540044085,0.634408602150538,0.00173401910360029,0.376344086021505,0.00102865540044085,98.8559812373044,59.6850805474685,53.0629401411701,53.8538743677225,67.2738899343938,53.6305207163497,44.2750403227795,23.707705908953,15.1420607533104,11.1626913343196,35.3477134355696,15.7011093892998,7.50265024852495,2.80252739554651,0.345059794243484,1.04048005491819,3.62775826067304,0.362589245975662,0.379167133221327,15.7011093892998,0.362589245975662,7.50265024852495,0.379167133221327,15.1420607533104,0.345059794243484,12.7556867864655,2.09711421618696
"72","36",2,"14-deep-badgers-danced-quietly","Female","Graduate degree","25-29","Asian or Asian American","New Jersey ","2","1 Not at all interested","2","4 Moderately","Independent, lean toward Democrat","4","Democrat",1,"Strongly disapprove",2,2,2,2,2,4,4,3,3,1,7,7,7,1,2,2,3,3,81,40,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable",15937,86,87,761,70,2,0,165,3,0,0.804597701149425,0.0229885057471264,0,1.89655172413793,0.0344827586206897,0,0.00439229466022463,0.000125494133149275,0,0.0103532659848152,0.000188241199723913,0,2,2,2,2,2,0,0,1,1,3,3,3,3,3,2,2,1,1,2,3,1.5,0.5,1.75,60,4,4,1,1,1,1,4,1,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,0,0,33.3333333333333,33.3333333333333,100,100,100,100,100,66.6666666666667,66.6666666666667,33.3333333333333,33.3333333333333,66.6666666666667,93.3333333333333,50,16.6666666666667,53.3333333333333,36,42.8571428571429,42.8571428571429,0,0,0,0,42.8571428571429,0,0.0344827586206897,0.000188241199723913,0,0,0.0229885057471264,0.000125494133149275,0,0,79.0860137863285,60.4997877881788,14.5519094384222,0,66.6211278841224,18.361185571317,0,21.1533248034784,0.734216807066106,0,29.7709425870263,1.09498297740439,0,4.84354408854722,0.0465246650217998,0,5.85658208488135,0.0674317862541075,0,1.07649439922831,0.0674317862541075,0,0,0.734216807066106,0.0465246650217998,0,0
"73","37",1,"14-dirty-peafowl-played-correctly","Male","Some graduate school","35-39","Non-Hispanic White","Missouri ","6","5","6","5","Independent, lean toward Democrat","0 - Extreme left","Democrat",1,"Strongly disapprove",1,1,1,1,1,4,1,2,1,1,2,6,5,1,1,1,1,1,63,20,"Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","3","2","2","1 Very comfortable",2078,9,10,220,14,6,2,14,8,2,1.4,0.6,0.2,1.4,0.8,0.2,0.00673724735322425,0.00288739172281039,0.000962463907603465,0.00673724735322425,0.00384985563041386,0.000962463907603465,3,3,3,3,3,0,3,2,3,3,2,2,1,3,3,3,3,3,3,2.2,3,2,2.55,80,5,4,3,2,2,1,4.5,2,100,100,100,100,100,0,100,66.6666666666667,100,100,66.6666666666667,66.6666666666667,33.3333333333333,100,100,100,100,100,100,73.3333333333333,100,66.6666666666667,85,80,57.1428571428571,42.8571428571429,28.5714285714286,14.2857142857143,14.2857142857143,0,50,14.2857142857143,0.8,0.00384985563041386,0.2,0.000962463907603465,0.6,0.00288739172281039,0.2,0.000962463907603465,55.7722457224992,33.2057627993256,25.2191070366042,16.5101759440564,32.6505183669108,28.441821469787,13.5735583417449,23.8545946595952,14.4862575738673,6.37133128158189,23.0057119947204,18.0666401484739,4.28228899210255,4.97283303159,0.574243671842162,0.973559867549398,3.15163256053103,0.765290889251307,0.354780374936708,18.0666401484739,0.765290889251307,4.28228899210255,0.354780374936708,14.4862575738673,0.574243671842162,7.28056557389546,1.96223486350968
"74","37",2,"14-dirty-peafowl-played-correctly","Male","Some graduate school","35-39","Non-Hispanic White","Missouri ","6","5","6","5","Independent, lean toward Democrat","0 - Extreme left","Democrat",1,"Strongly disapprove",1,1,1,1,1,1,1,1,1,1,5,7,5,1,1,1,1,1,70,4,"Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","5","5","6","5",12365,87,87,770,6,11,11,6,14,11,0.0689655172413793,0.126436781609195,0.126436781609195,0.0689655172413793,0.160919540229885,0.126436781609195,0.000485240598463405,0.000889607763849575,0.000889607763849575,0.000485240598463405,0.00113222806308128,0.000889607763849575,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,2.2,3,3,2.8,96,6,6,5,5,6,5,6,5.25,100,100,100,100,100,100,100,100,100,100,33.3333333333333,100,33.3333333333333,100,100,100,100,100,100,66.6666666666667,100,100,88.3333333333333,72,71.4285714285714,71.4285714285714,57.1428571428571,57.1428571428571,71.4285714285714,57.1428571428571,71.4285714285714,60.7142857142857,0.160919540229885,0.00113222806308128,0.126436781609195,0.000889607763849575,0.126436781609195,0.000889607763849575,0.126436781609195,0.000889607763849575,79.3302101363727,27.6181074977704,32.914374710378,38.2661047996355,25.3597493300944,35.8675716164006,32.6241274812137,2.38972428520008,3.84611129400072,4.39190319895687,1.8668791113578,4.81939698793483,3.78055657920978,0.53613678528471,0.329679954288196,1.32766356248176,0.275839965625978,0.405395595272408,1.32766356248176,4.73802239142354,0.405395595272408,7.56859769191603,1.63802311348527,3.84611129400072,0.329679954288196,10.8372499783639,4.90041331180179
"75","38",1,"14-far-newts-hugged-quietly","Female","Graduate degree","30-34","Non-Hispanic White","Massachusetts ","6","7 Very interested","6","6","A strong Democrat","0 - Extreme left","Democrat",3,"Strongly disapprove",1,1,1,1,1,4,1,1,1,2,1,6,4,1,1,1,1,1,76,7,"Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","2","2","2","2","6","6","6","6",28717,91,90,1644,94,107,6,105,119,6,1.04444444444444,1.18888888888889,0.0666666666666667,1.16666666666667,1.32222222222222,0.0666666666666667,0.00327332242225859,0.00372601594874116,0.000208935473761187,0.00365637079082077,0.00414388689626354,0.000208935473761187,3,3,3,3,3,0,3,3,3,2,3,2,0,3,3,3,3,3,3,2,3,2.25,2.5625,93,7,7,6,6,6,6,7,6,100,100,100,100,100,0,100,100,100,66.6666666666667,100,66.6666666666667,0,100,100,100,100,100,100,66.6666666666667,100,75,85.4166666666667,93,85.7142857142857,85.7142857142857,71.4285714285714,71.4285714285714,71.4285714285714,71.4285714285714,85.7142857142857,71.4285714285714,1.32222222222222,0.00414388689626354,0.0666666666666667,0.000208935473761187,1.18888888888889,0.00372601594874116,0.0666666666666667,0.000208935473761187,95.2869075536146,55.8390519563748,60.6806889997448,29.2435459384651,56.2263224416233,61.9713555185899,24.0420803666935,19.4856106388184,24.1454478343999,2.25533560496932,20.3180115142581,25.8964507729511,1.51585256013546,2.42024443100361,0.740719223285748,0.211423831744585,1.71304762692694,0.823618999249533,0.0770461363467134,25.8964507729511,0.823618999249533,1.51585256013546,0.0770461363467134,24.1454478343999,0.740719223285748,2.57718803770057,0.426130151266716
"76","38",2,"14-far-newts-hugged-quietly","Female","Graduate degree","30-34","Non-Hispanic White","Massachusetts ","6","7 Very interested","6","6","A strong Democrat","0 - Extreme left","Democrat",3,"Strongly disapprove",4,4,1,1,1,1,1,1,1,2,1,2,6,2,1,1,1,1,70,13,"Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","6","2","7 Very uncomfortable","2",32541,88,89,2058,392,177,24,735,191,24,4.40449438202247,1.98876404494382,0.269662921348315,8.25842696629213,2.14606741573034,0.269662921348315,0.012046341538367,0.00543929197012999,0.000737531114593897,0.0225868903844381,0.0058695184536431,0.000737531114593897,0,0,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,1.8,2.2,3,3,2.5,87,4,4,6,2,7,2,4,4.25,0,0,100,100,100,100,100,100,100,66.6666666666667,100,66.6666666666667,66.6666666666667,66.6666666666667,100,100,100,100,60,66.6666666666667,100,100,78.3333333333333,63,42.8571428571429,42.8571428571429,71.4285714285714,14.2857142857143,85.7142857142857,14.2857142857143,42.8571428571429,46.4285714285714,2.14606741573034,0.0058695184536431,0.269662921348315,0.000737531114593897,1.98876404494382,0.00543929197012999,0.269662921348315,0.000737531114593897,99.7589873534834,84.7856804241015,68.6364477542596,49.5687995611136,86.0294300651573,69.6344520136109,42.2603461846972,60.4578431269717,35.3685184966725,8.80714672404528,62.2989594453628,37.0194937422555,7.58120454466378,13.2335450907905,2.01118024078164,1.10078580182268,12.6999705556848,2.09663042516595,1.10078580182268,36.3944266697836,2.09663042516595,15.1774179321181,1.35810956731497,35.3685184966725,2.01118024078164,21.7320934275775,4.06300628346751
"77","39",1,"14-happy-lobsters-talked-fast","Female","2 year college degree (Associates Degree)","35-39","Non-Hispanic White","Oregon ","5","5","4 Moderately","5","Independent, lean toward Republican","7","Republican",1,"Somewhat disapprove",4,4,4,7,5,6,5,5,5,5,7,7,7,5,3,4,4,3,30,70,"Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","5","5","5","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable",5618,90,85,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,1,3,3,3,1,1,0,0,1,0.8,2.2,0.5,1.25,1.1875,70,4,5,5,5,5,1,4.5,4,0,0,0,100,33.3333333333333,66.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,100,100,100,33.3333333333333,33.3333333333333,0,0,33.3333333333333,26.6666666666667,73.3333333333333,16.6666666666667,41.6666666666667,39.5833333333333,70,42.8571428571429,57.1428571428571,57.1428571428571,57.1428571428571,57.1428571428571,0,50,42.8571428571429,0,0,0,0,0,0,0,0,65.9699311884501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","39",2,"14-happy-lobsters-talked-fast","Female","2 year college degree (Associates Degree)","35-39","Non-Hispanic White","Oregon ","5","5","4 Moderately","5","Independent, lean toward Republican","7","Republican",1,"Somewhat disapprove",3,3,3,7,7,3,5,5,5,5,7,5,5,5,3,4,3,4,19,80,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","5","1 Very comfortable","5","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable",2801,15,15,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1,1,1,1,1,3,1,1,1,1,0,1,0,1.8,1.4,0.5,1,1.175,81,4,5,5,1,5,1,4.5,3,33.3333333333333,33.3333333333333,33.3333333333333,100,100,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,100,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,0,33.3333333333333,0,60,40,16.6666666666667,33.3333333333333,34.1666666666667,57,42.8571428571429,57.1428571428571,57.1428571428571,0,57.1428571428571,0,50,28.5714285714286,0,0,0,0,0,0,0,0,46.6263886695157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","40",1,"14-hard-moles-played-quickly","Female","4 year college degree (BA, BS)","30-34","Black or African American","Colorado ","5","7 Very interested","6","3","Independent, lean toward Democrat","3","Democrat",1,"Strongly disapprove",1,1,1,1,1,1,1,1,1,1,7,1,7,1,1,1,1,1,5,3,"Strongly disagree","Somewhat agree","Strongly agree","Strongly agree","2","2","2","2","6","6","6","6",21993,91,89,733,224,208,1,322,542,1,2.51685393258427,2.33707865168539,0.0112359550561798,3.61797752808989,6.08988764044944,0.0112359550561798,0.0101850588823717,0.00945755467648797,4.54690128677306e-05,0.0146410221434093,0.02464420497431,4.54690128677306e-05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,97,7,7,6,6,6,6,7,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,85.7142857142857,85.7142857142857,71.4285714285714,71.4285714285714,71.4285714285714,71.4285714285714,85.7142857142857,71.4285714285714,6.08988764044944,0.02464420497431,0.0112359550561798,4.54690128677306e-05,2.33707865168539,0.00945755467648797,0.0112359550561798,4.54690128677306e-05,79.4012500286471,66.4115255986512,69.2369580327357,10.4167612398049,69.6602091128982,81.512495764281,8.56396181964488,34.2659257695506,37.1429636404072,0.390457392264399,40.2044585182778,60.2030957988271,0.262433598079013,7.50484081643881,1.8747785371803,0.0460142953347409,6.8221825567976,4.84880021155728,0.0167683257038935,60.2030957988271,4.84880021155728,0.262433598079013,0.0167683257038935,37.1429636404072,1.8747785371803,0.446178439412018,0.0927429915049145
"80","40",2,"14-hard-moles-played-quickly","Female","4 year college degree (BA, BS)","30-34","Black or African American","Colorado ","5","7 Very interested","6","3","Independent, lean toward Democrat","3","Democrat",1,"Strongly disapprove",1,1,1,1,1,1,1,1,1,1,7,5,3,1,1,1,1,1,58,0,"Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","1 Very comfortable","1 Very comfortable","1 Very comfortable","1 Very comfortable","6","6","4 Moderate","6",4157,89,87,256,0,8,0,7,88,0,0,0.0919540229885057,0,0.0804597701149425,1.01149425287356,0,0,0.00192446475823911,0,0.00168390666345923,0.0211691123406303,0,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2.2,3,3,2.8,100,7,7,6,6,4,6,7,5.5,100,100,100,100,100,100,100,100,100,100,100,33.3333333333333,33.3333333333333,100,100,100,100,100,100,66.6666666666667,100,100,88.3333333333333,76,85.7142857142857,85.7142857142857,71.4285714285714,71.4285714285714,42.8571428571429,71.4285714285714,85.7142857142857,64.2857142857143,1.01149425287356,0.0211691123406303,0,0,0.0919540229885057,0.00192446475823911,0,0,56.4822053534697,0,29.1038188768444,0,27.0999749239125,59.4510716181777,0,0,2.84175633987447,0,2.16627032936886,22.5729890515103,0,0,0.71281935934402,0,0.956660899298225,7.5047585934662,0,22.1918484480865,7.5047585934662,0,0,2.84175633987447,0.71281935934402,0,0
"81","41",1,"14-long-hawks-jumped-merrily","Female","High school","18-24","Non-Hispanic White","California ","4 Moderately interested","5","4 Moderately","3","A not very strong Democrat","4","Democrat",2,"Strongly disapprove",1,1,1,1,1,1,3,3,2,1,7,7,7,1,1,4,2,2,68,20,"Agree","Agree","Agree","Agree","2","2","2","2","4 Moderate","4 Moderate","4 Moderate","4 Moderate",12460,91,90,478,18,23,1,18,23,1,0.2,0.255555555555556,0.0111111111111111,0.2,0.255555555555556,0.0111111111111111,0.0014446227929374,0.00184590690208668,8.02568218298555e-05,0.0014446227929374,0.00184590690208668,8.02568218298555e-05,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,0,2,2,3,3,1.75,1.75,2.375,80,6,6,4,4,4,4,6,4,100,100,100,100,100,100,33.3333333333333,33.3333333333333,66.6666666666667,100,100,100,100,100,100,0,66.6666666666667,66.6666666666667,100,100,58.3333333333333,58.3333333333333,79.1666666666667,80,71.4285714285714,71.4285714285714,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,71.4285714285714,42.8571428571429,0.255555555555556,0.00184590690208668,0.0111111111111111,8.02568218298555e-05,0.255555555555556,0.00184590690208668,0.0111111111111111,8.02568218298555e-05,70.999459619372,36.1043315517174,41.1877597506464,10.4167612398049,35.5006192021081,41.1380978514776,8.56396181964488,4.96786081496365,7.0143196148021,0.386142857651809,4.79107596544046,6.99500815174096,0.259533719974895,1.06910712783942,0.367304302008788,0.0812178808887176,0.677568060980563,0.367304302008788,0.0295970604312139,6.99500815174096,0.367304302008788,0.259533719974895,0.0295970604312139,7.0143196148021,0.367304302008788,0.4412481900215,0.163696720389034
