"person_id","visits_u_w1","day_range_w1","active_days_w1","count_domains_w1","page_center_w1","page_left_w1","page_right_w1","domain_center_w1","domain_left_w1","domain_right_w1","page_center_mean_w1","page_left_mean_w1","page_right_mean_w1","domain_center_mean_w1","domain_left_mean_w1","domain_right_mean_w1","page_center_perc_w1","page_left_perc_w1","page_right_perc_w1","domain_center_perc_w1","domain_left_perc_w1","domain_right_perc_w1"
58,15953,86,79,396,119,8,1,218,30,5,1.50632911392405,0.10126582278481,0.0126582278481013,2.75949367088608,0.379746835443038,0.0632911392405063,0.00745941202281702,0.00050147307716417,6.26841346455212e-05,0.0136651413527236,0.00188052403936564,0.000313420673227606
59,7089,76,43,507,0,0,1,2,0,1,0,0,0.0232558139534884,0.0465116279069767,0,0.0232558139534884,0,0,0.000141063619692481,0.000282127239384963,0,0.000141063619692481
60,12574,90,84,383,45,25,0,61,27,0,0.535714285714286,0.297619047619048,0,0.726190476190476,0.321428571428571,0,0.0035788134245268,0.00198822968029267,0,0.00485128041991411,0.00214728805471608,0
61,6491,86,57,492,0,2,0,1,12,0,0,0.0350877192982456,0,0.0175438596491228,0.210526315789474,0,0,0.000308118933908489,0,0.000154059466954244,0.00184871360345093,0
62,12797,26,26,474,10,10,0,30,42,1,0.384615384615385,0.384615384615385,0,1.15384615384615,1.61538461538462,0.0384615384615385,0.000781433148394155,0.000781433148394155,0,0.00234429944518246,0.00328201922325545,7.81433148394155e-05
63,18107,66,55,535,155,45,387,316,127,574,2.81818181818182,0.818181818181818,7.03636363636364,5.74545454545455,2.30909090909091,10.4363636363636,0.00856022532722152,0.00248522670790302,0.021372949687966,0.0174518142154968,0.00701386204230408,0.0317004473408074
64,2584,88,47,162,10,0,0,11,0,0,0.212765957446809,0,0,0.234042553191489,0,0,0.00386996904024768,0,0,0.00425696594427245,0,0
65,9951,91,91,335,0,10,1,3,10,1,0,0.10989010989011,0.010989010989011,0.032967032967033,0.10989010989011,0.010989010989011,0,0.00100492412822832,0.000100492412822832,0.000301477238468496,0.00100492412822832,0.000100492412822832
66,22219,90,85,504,9,7,1,25,60,2,0.105882352941176,0.0823529411764706,0.0117647058823529,0.294117647058824,0.705882352941177,0.0235294117647059,0.00040505873351636,0.000315045681623835,4.50065259462622e-05,0.00112516314865656,0.00270039155677573,9.00130518925244e-05
67,10261,91,88,526,3,3,0,6,11,0,0.0340909090909091,0.0340909090909091,0,0.0681818181818182,0.125,0,0.000292369164798753,0.000292369164798753,0,0.000584738329597505,0.00107202027092876,0
68,36037,90,90,785,645,104,26,1020,406,44,7.16666666666667,1.15555555555556,0.288888888888889,11.3333333333333,4.51111111111111,0.488888888888889,0.0178982712212448,0.00288592280156506,0.000721480700391265,0.0283042428615035,0.0112661986291867,0.00122096733912368
69,12069,90,84,681,18,5,0,34,33,0,0.214285714285714,0.0595238095238095,0,0.404761904761905,0.392857142857143,0,0.00149142431021626,0.000414284530615627,0,0.00281713480818626,0.00273427790206314,0
70,16466,91,77,647,9,10,1,54,16,15,0.116883116883117,0.12987012987013,0.012987012987013,0.701298701298701,0.207792207792208,0.194805194805195,0.000546580833232115,0.000607312036924572,6.07312036924572e-05,0.00327948499939269,0.000971699259079315,0.000910968055386858
71,15612,90,66,547,2,1265,1,12,1548,3,0.0303030303030303,19.1666666666667,0.0151515151515152,0.181818181818182,23.4545454545455,0.0454545454545455,0.000128106584678452,0.0810274148091212,6.40532923392262e-05,0.000768639508070715,0.0991544965411222,0.000192159877017679
72,49551,91,85,997,91,2,3,169,6,18,1.07058823529412,0.0235294117647059,0.0352941176470588,1.98823529411765,0.0705882352941176,0.211764705882353,0.00183649169542492,4.03624548445036e-05,6.05436822667555e-05,0.00341062743436056,0.000121087364533511,0.000363262093600533
73,5535,78,68,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,27315,91,91,913,41,1,34,88,5,187,0.450549450549451,0.010989010989011,0.373626373626374,0.967032967032967,0.0549450549450549,2.05494505494505,0.00150100677283544,3.66099212886692e-05,0.00124473732381475,0.00322167307340289,0.000183049606443346,0.00684605528098115
75,31233,91,83,790,5,1,0,28,6,10,0.0602409638554217,0.0120481927710843,0,0.337349397590361,0.072289156626506,0.120481927710843,0.000160087087375532,3.20174174751065e-05,0,0.000896487689302981,0.000192104504850639,0.000320174174751065
76,36313,53,47,737,24,1,3,175,2,12,0.51063829787234,0.0212765957446809,0.0638297872340425,3.72340425531915,0.0425531914893617,0.25531914893617,0.0006609203315617,2.75383471484042e-05,8.26150414452125e-05,0.00481921075097073,5.50766942968083e-05,0.00033046016578085
77,3804,91,40,236,1,0,0,20,7,1,0.025,0,0,0.5,0.175,0.025,0.000262881177707676,0,0,0.00525762355415352,0.00184016824395373,0.000262881177707676
78,30952,91,89,1096,277,21,6,465,71,19,3.1123595505618,0.235955056179775,0.0674157303370786,5.2247191011236,0.797752808988764,0.213483146067416,0.00894934091496511,0.000678469888860171,0.000193848539674334,0.0150232618247609,0.00229387438614629,0.000613853708968726
79,29458,90,90,589,425,90,0,764,349,3,4.72222222222222,1,0,8.48888888888889,3.87777777777778,0.0333333333333333,0.014427320252563,0.00305519722995451,0,0.025935229818725,0.0118473759250458,0.00010183990766515
80,18196,87,87,495,1,4,0,2,7,0,0.0114942528735632,0.0459770114942529,0,0.0229885057471264,0.0804597701149425,0,5.495713343592e-05,0.00021982853374368,0,0.00010991426687184,0.00038469993405144,0
81,3436,90,89,233,9,0,0,26,2,0,0.101123595505618,0,0,0.292134831460674,0.0224719101123595,0,0.00261932479627474,0,0,0.00756693830034924,0.000582072176949942,0
82,7856,50,33,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,7145,90,90,193,2,4,0,2,6,0,0.0222222222222222,0.0444444444444444,0,0.0222222222222222,0.0666666666666667,0,0.000279916025192442,0.000559832050384885,0,0.000279916025192442,0.000839748075577327,0
84,26574,91,64,1002,29,26,7,42,44,9,0.453125,0.40625,0.109375,0.65625,0.6875,0.140625,0.00109129224053586,0.000978399939790773,0.000263415368405208,0.00158049221043125,0.00165575374426131,0.000338676902235268
85,7508,91,60,335,112,25,6,127,30,7,1.86666666666667,0.416666666666667,0.1,2.11666666666667,0.5,0.116666666666667,0.014917421417155,0.00332978156632925,0.00079914757591902,0.0169152903569526,0.0039957378795951,0.00093233883857219
86,42233,91,91,980,575,84,211,874,236,458,6.31868131868132,0.923076923076923,2.31868131868132,9.6043956043956,2.59340659340659,5.03296703296703,0.0136149456586082,0.00198896597447494,0.00499609310255014,0.0206947174010845,0.00558804726162006,0.010844600194161
87,29199,91,87,926,83,46,0,251,183,2,0.954022988505747,0.528735632183908,0,2.88505747126437,2.10344827586207,0.0229885057471264,0.00284256310147608,0.00157539641768554,0,0.00859618480084934,0.00626733792253159,6.84954964211103e-05
88,45276,91,88,842,14,79,8,89,209,14,0.159090909090909,0.897727272727273,0.0909090909090909,1.01136363636364,2.375,0.159090909090909,0.000309214594928881,0.00174485378567011,0.000176694054245075,0.00196572135347646,0.00461613216715257,0.000309214594928881
89,20146,30,30,660,67,3,0,138,7,15,2.23333333333333,0.1,0,4.6,0.233333333333333,0.5,0.00332572222773752,0.000148912935570337,0,0.00684999503623548,0.000347463516330785,0.000744564677851683
90,13866,91,91,798,393,57,18,589,95,32,4.31868131868132,0.626373626373626,0.197802197802198,6.47252747252747,1.04395604395604,0.351648351648352,0.0283427087840762,0.00411077455646906,0.00129813933362181,0.0424780037501803,0.00685129092744844,0.0023078032597721
91,15175,91,91,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,14950,88,88,546,1,0,0,3,0,1,0.0113636363636364,0,0,0.0340909090909091,0,0.0113636363636364,6.68896321070234e-05,0,0,0.00020066889632107,0,6.68896321070234e-05
93,53334,91,91,736,37,0,0,45,2,0,0.406593406593407,0,0,0.494505494505495,0.021978021978022,0,0.000693741328233397,0,0,0.000843739453256834,3.74995312558593e-05,0
94,6154,91,68,325,1,0,0,2,0,0,0.0147058823529412,0,0,0.0294117647058824,0,0,0.00016249593760156,0,0,0.00032499187520312,0,0
95,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,12131,90,80,557,7,0,0,66,1,0,0.0875,0,0,0.825,0.0125,0,0.000577034045008655,0,0,0.00544060671008161,8.24334350012365e-05,0
97,13921,90,90,374,64,5,59,98,11,99,0.711111111111111,0.0555555555555556,0.655555555555556,1.08888888888889,0.122222222222222,1.1,0.00459737087852884,0.000359169599885066,0.00423820127864378,0.00703972415774729,0.000790173119747145,0.0071115580777243
98,18568,90,87,984,484,111,123,967,195,255,5.5632183908046,1.27586206896552,1.41379310344828,11.1149425287356,2.24137931034483,2.93103448275862,0.0260663507109005,0.00597802671262387,0.00662429987074537,0.0520788453252908,0.0105019388194744,0.0137333046100819
99,1516,15,11,145,0,0,2,0,0,2,0,0,0.181818181818182,0,0,0.181818181818182,0,0,0.00131926121372032,0,0,0.00131926121372032
100,8854,52,52,391,2,3,0,3,6,0,0.0384615384615385,0.0576923076923077,0,0.0576923076923077,0.115384615384615,0,0.000225886604924328,0.000338829907386492,0,0.000338829907386492,0.000677659814772984,0
101,43760,91,91,547,33,15,3,75,61,11,0.362637362637363,0.164835164835165,0.032967032967033,0.824175824175824,0.67032967032967,0.120879120879121,0.000754113345521024,0.000342778793418647,6.85557586837294e-05,0.00171389396709324,0.00139396709323583,0.000251371115173675
102,28090,66,62,800,0,3,1,12,17,3,0,0.0483870967741935,0.0161290322580645,0.193548387096774,0.274193548387097,0.0483870967741935,0,0.000106799572801709,3.55998576005696e-05,0.000427198291206835,0.000605197579209683,0.000106799572801709
103,15048,84,74,633,20,2,1,82,6,8,0.27027027027027,0.027027027027027,0.0135135135135135,1.10810810810811,0.0810810810810811,0.108108108108108,0.0013290802764487,0.00013290802764487,6.64540138224349e-05,0.00544922913343966,0.000398724082934609,0.000531632110579479
104,13284,89,74,410,5,0,0,10,2,4,0.0675675675675676,0,0,0.135135135135135,0.027027027027027,0.0540540540540541,0.000376392652815417,0,0,0.000752785305630834,0.000150557061126167,0.000301114122252334
105,10976,90,75,429,2,16,1,5,21,2,0.0266666666666667,0.213333333333333,0.0133333333333333,0.0666666666666667,0.28,0.0266666666666667,0.000182215743440233,0.00145772594752187,9.11078717201166e-05,0.000455539358600583,0.00191326530612245,0.000182215743440233
106,29777,90,90,1723,133,130,80,233,165,155,1.47777777777778,1.44444444444444,0.888888888888889,2.58888888888889,1.83333333333333,1.72222222222222,0.00446653457366424,0.0043657856735064,0.0026866373375424,0.00782483124559223,0.0055411895086812,0.0052053598414884
107,7211,85,54,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,13387,90,84,510,6,1,1,15,1,1,0.0714285714285714,0.0119047619047619,0.0119047619047619,0.178571428571429,0.0119047619047619,0.0119047619047619,0.000448196011055502,7.46993351759169e-05,7.46993351759169e-05,0.00112049002763875,7.46993351759169e-05,7.46993351759169e-05
109,4977,51,32,190,57,4,0,98,14,0,1.78125,0.125,0,3.0625,0.4375,0,0.0114526823387583,0.000803697006228652,0,0.019690576652602,0.00281293952180028,0
110,23693,88,88,731,55,215,0,166,438,0,0.625,2.44318181818182,0,1.88636363636364,4.97727272727273,0,0.00232136073945891,0.00907441016333938,0,0.00700628877727599,0.0184864727978728,0
111,24956,91,91,829,503,41,17,871,82,43,5.52747252747253,0.450549450549451,0.186813186813187,9.57142857142857,0.901098901098901,0.472527472527473,0.0201554736335951,0.00164289148902068,0.000681198910081744,0.0349014265106588,0.00328578297804135,0.00172303253726559
112,12058,87,56,438,74,14,8,312,37,24,1.32142857142857,0.25,0.142857142857143,5.57142857142857,0.660714285714286,0.428571428571429,0.00613700447835462,0.00116105490131033,0.000663459943605905,0.0258749378006303,0.00306850223917731,0.00199037983081771
113,29711,90,90,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,30615,34,33,595,0,1,0,3,8,0,0,0.0303030303030303,0,0.0909090909090909,0.242424242424242,0,0,3.26637269312429e-05,0,9.79911807937286e-05,0.000261309815449943,0
115,936,77,19,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,8995,90,88,870,8,1,0,40,11,2,0.0909090909090909,0.0113636363636364,0,0.454545454545455,0.125,0.0227272727272727,0.000889382990550306,0.000111172873818788,0,0.00444691495275153,0.00122290161200667,0.000222345747637576
117,6927,55,51,261,0,0,1,0,0,1,0,0,0.0196078431372549,0,0,0.0196078431372549,0,0,0.00014436263894904,0,0,0.00014436263894904
118,16484,64,56,565,0,1,3,27,1,3,0,0.0178571428571429,0.0535714285714286,0.482142857142857,0.0178571428571429,0.0535714285714286,0,6.06648871633099e-05,0.00018199466148993,0.00163795195340937,6.06648871633099e-05,0.00018199466148993
119,20299,90,58,531,21,11,103,27,11,120,0.362068965517241,0.189655172413793,1.77586206896552,0.46551724137931,0.189655172413793,2.06896551724138,0.00103453372087295,0.000541898615695354,0.00507414158332923,0.00133011478397951,0.000541898615695354,0.00591162126213114
120,4500,90,71,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2736,87,42,188,126,0,0,141,0,0,3,0,0,3.35714285714286,0,0,0.0460526315789474,0,0,0.0515350877192982,0,0
122,39342,90,90,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,6910,90,59,433,16,2,0,44,7,1,0.271186440677966,0.0338983050847458,0,0.745762711864407,0.11864406779661,0.0169491525423729,0.00231548480463097,0.000289435600578871,0,0.00636758321273517,0.00101302460202605,0.000144717800289436
124,47734,65,65,752,15,0,0,25,1,2,0.230769230769231,0,0,0.384615384615385,0.0153846153846154,0.0307692307692308,0.000314241421209201,0,0,0.000523735702015335,2.09494280806134e-05,4.18988561612268e-05
125,15217,71,46,503,12,93,2,49,120,5,0.260869565217391,2.02173913043478,0.0434782608695652,1.06521739130435,2.60869565217391,0.108695652173913,0.000788591706643885,0.00611158572649011,0.000131431951107314,0.0032200828021292,0.00788591706643885,0.000328579877768285
127,6638,7,7,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,21564,90,86,547,18,6,0,53,29,1,0.209302325581395,0.0697674418604651,0,0.616279069767442,0.337209302325581,0.0116279069767442,0.000834724540901503,0.000278241513633834,0,0.00245780003709887,0.00134483398256353,4.6373585605639e-05
130,16062,87,74,483,2,0,0,16,0,0,0.027027027027027,0,0,0.216216216216216,0,0,0.000124517494708006,0,0,0.000996139957664052,0,0
131,5787,88,54,513,0,2,2,0,4,4,0,0.037037037037037,0.037037037037037,0,0.0740740740740741,0.0740740740740741,0,0.000345602211854156,0.000345602211854156,0,0.000691204423708312,0.000691204423708312
132,6841,90,85,351,4,0,1,7,0,3,0.0470588235294118,0,0.0117647058823529,0.0823529411764706,0,0.0352941176470588,0.00058470983774302,0,0.000146177459435755,0.00102324221605029,0,0.000438532378307265
133,218,88,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,16270,91,70,452,1,0,0,4,2,0,0.0142857142857143,0,0,0.0571428571428571,0.0285714285714286,0,6.14628149969269e-05,0,0,0.000245851259987707,0.000122925629993854,0
135,18443,29,29,437,5,3,1,12,7,1,0.172413793103448,0.103448275862069,0.0344827586206897,0.413793103448276,0.241379310344828,0.0344827586206897,0.000271105568508377,0.000162663341105026,5.42211137016754e-05,0.000650653364420105,0.000379547795911728,5.42211137016754e-05
136,26376,91,78,349,165,120,0,366,356,1,2.11538461538462,1.53846153846154,0,4.69230769230769,4.56410256410256,0.0128205128205128,0.00625568698817106,0.00454959053685168,0,0.0138762511373976,0.01349711859266,3.7913254473764e-05
137,3312,91,17,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,29215,91,91,817,17,11,3,71,27,6,0.186813186813187,0.120879120879121,0.032967032967033,0.78021978021978,0.296703296703297,0.0659340659340659,0.000581892863255177,0.000376518911518056,0.000102686975868561,0.00243025842888927,0.000924182782817046,0.000205373951737121
139,5550,68,58,248,70,0,31,115,0,64,1.20689655172414,0,0.53448275862069,1.98275862068966,0,1.10344827586207,0.0126126126126126,0,0.00558558558558559,0.0207207207207207,0,0.0115315315315315
140,8959,91,90,534,560,5,1,679,30,2,6.22222222222222,0.0555555555555556,0.0111111111111111,7.54444444444444,0.333333333333333,0.0222222222222222,0.0625069762250251,0.000558098002009153,0.000111619600401831,0.0757897086728429,0.00334858801205492,0.000223239200803661
